Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-01-11 00:23:31,0.04216,7.02734,7.02734,0.00000
2024-01-11 00:23:32,0.04694,6.56152,6.56152,0.00000
2024-01-11 00:23:33,0.04125,6.53711,6.53711,0.00000
2024-01-11 00:23:34,0.04698,6.48047,6.48047,0.00000
2024-01-11 00:23:35,0.04135,6.59863,6.59863,0.00000
2024-01-11 00:23:36,0.04530,6.44238,6.44238,0.00000
2024-01-11 00:23:37,0.04373,6.81055,6.81055,0.00000
2024-01-11 00:23:38,0.04377,6.95410,6.95410,0.00000
2024-01-11 00:23:39,0.04534,6.54492,6.54492,0.00000
2024-01-11 00:23:40,0.04304,6.66113,6.66113,0.00000
2024-01-11 00:23:41,0.05724,8.66992,8.66992,0.00000
2024-01-11 00:23:42,0.04866,6.65723,6.65723,0.00000
2024-01-11 00:23:43,0.04545,6.72363,6.72363,0.00000
2024-01-11 00:23:44,0.03973,6.79688,6.79688,0.00000
2024-01-11 00:23:45,0.04702,6.75098,6.75098,0.00000
2024-01-11 00:23:46,0.04300,6.85742,6.85742,0.00000
2024-01-11 00:23:47,0.05025,6.75586,6.75586,0.00000
2024-01-11 00:23:48,0.04782,6.74902,6.74902,0.00000
