PowerSpy - ALCIOM - Exported raw data file

Current : 10/01/24 15:34:34,855

Sample #,Voltage (V),Current(A)
  979, -305.412, 0.01401
  980, -302.313, 0.01524
  981, -298.421, 0.01811
  982, -293.738, 0.02251
  983, -288.337, 0.02587
  984, -282.345, 0.02682
  985, -275.910, 0.02683
  986, -269.170, 0.02787
  987, -262.244, 0.03000
  988, -255.223, 0.03150
  989, -248.174, 0.03100
  990, -241.146, 0.02929
  991, -234.182, 0.02838
  992, -227.323, 0.02907
  993, -220.583, 0.03022
  994, -213.949, 0.03013
  995, -207.393, 0.02866
  996, -200.895, 0.02731
  997, -194.462, 0.02744
  998, -188.100, 0.02854
  999, -181.786, 0.02924
 1000, -175.462, 0.02891
 1001, -169.058, 0.02841
 1002, -162.519, 0.02880
 1003, -155.817, 0.02981
 1004, -148.956, 0.03030
 1005, -141.958, 0.02973
 1006, -134.851, 0.02904
 1007, -127.656, 0.02951
 1008, -120.396, 0.03121
 1009, -113.118, 0.03267
 1010, -105.901, 0.03246
 1011, -98.831, 0.03073
 1012, -91.923, 0.02919
 1013, -85.082, 0.02935
 1014, -78.124, 0.03120
 1015, -70.868, 0.03339
 1016, -63.231, 0.03464
 1017, -55.235, 0.03502
 1018, -46.953, 0.03552
 1019, -38.418, 0.03694
 1020, -29.600, 0.03892
 1021, -20.467, 0.04024
 1022, -11.075, 0.04013
 1023, -1.582, 0.03898
 1024, 7.832, 0.03816
 1025, 17.056, 0.03862
 1026, 26.061, 0.03977
 1027, 34.840, 0.03996
 1028, 43.355, 0.03815
 1029, 51.543, 0.03504
 1030, 59.360, 0.03249
 1031, 66.789, 0.03167
 1032, 73.824, 0.03173
 1033, 80.483, 0.03102
 1034, 86.855, 0.02899
 1035, 93.108, 0.02698
 1036, 99.419, 0.02673
 1037, 105.858, 0.02828
 1038, 112.374, 0.02983
 1039, 118.870, 0.02986
 1040, 125.313, 0.02873
 1041, 131.738, 0.02811
 1042, 138.176, 0.02898
 1043, 144.616, 0.03025
 1044, 151.007, 0.03020
 1045, 157.335, 0.02852
 1046, 163.629, 0.02679
 1047, 169.914, 0.02677
 1048, 176.195, 0.02841
 1049, 182.459, 0.03001
 1050, 188.722, 0.03007
 1051, 195.026, 0.02882
 1052, 201.396, 0.02763
 1053, 207.800, 0.02733
 1054, 214.168, 0.02742
 1055, 220.446, 0.02708
 1056, 226.647, 0.02645
 1057, 232.845, 0.02656
 1058, 239.110, 0.02770
 1059, 245.447, 0.02880
 1060, 251.761, 0.02842
 1061, 257.925, 0.02659
 1062, 263.875, 0.02488
 1063, 269.664, 0.02463
 1064, 275.404, 0.02547
 1065, 281.136, 0.02576
 1066, 286.735, 0.02435
 1067, 291.952, 0.02162
 1068, 296.527, 0.01868
 1069, 300.314, 0.01598
 1070, 303.306, 0.01326
 1071, 305.599, 0.01039
 1072, 307.352, 0.00808
 1073, 308.770, 0.00712
 1074, 310.065, 0.00739
 1075, 311.386, 0.00798
 1076, 312.764, 0.00814
 1077, 314.127, 0.00778
 1078, 315.376, 0.00729
 1079, 316.452, 0.00673
 1080, 317.359, 0.00599
 1081, 318.127, 0.00493
 1082, 318.773, 0.00383
 1083, 319.287, 0.00295
 1084, 319.639, 0.00238
 1085, 319.797, 0.00183
 1086, 319.755, 0.00104
 1087, 319.535, 0.00004
 1088, 319.190, -0.00059
 1089, 318.778, 0.00045
 1090, 318.337, 0.00529
 1091, 317.877, 0.01655
 1092, 317.393, 0.03647
 1093, 316.883, 0.06518
 1094, 316.362, 0.09908
 1095, 315.853, 0.13106
 1096, 315.375, 0.15362
 1097, 314.913, 0.16289
 1098, 314.434, 0.16039
 1099, 313.905, 0.15024
 1100, 313.335, 0.13435
 1101, 312.754, 0.11144
 1102, 312.157, 0.08057
 1103, 311.439, 0.04570
 1104, 310.411, 0.01521
 1105, 308.893, -0.00380
 1106, 306.810, -0.01084
 1107, 304.186, -0.01154
 1108, 301.050, -0.01239
 1109, 297.351, -0.01579
 1110, 292.981, -0.02029
 1111, 287.867, -0.02377
 1112, 282.046, -0.02589
 1113, 275.650, -0.02745
 1114, 268.854, -0.02887
 1115, 261.822, -0.02968
 1116, 254.699, -0.02961
 1117, 247.617, -0.02898
 1118, 240.660, -0.02854
 1119, 233.852, -0.02865
 1120, 227.154, -0.02891
 1121, 220.511, -0.02879
 1122, 213.892, -0.02814
 1123, 207.305, -0.02733
 1124, 200.781, -0.02689
 1125, 194.346, -0.02696
 1126, 187.989, -0.02732
 1127, 181.663, -0.02754
 1128, 175.289, -0.02753
 1129, 168.795, -0.02765
 1130, 162.149, -0.02806
 1131, 155.366, -0.02885
 1132, 148.496, -0.02969
 1133, 141.577, -0.03027
 1134, 134.606, -0.03066
 1135, 127.556, -0.03085
 1136, 120.413, -0.03097
 1137, 113.217, -0.03088
 1138, 106.051, -0.03051
 1139, 98.989, -0.03005
 1140, 92.039, -0.02969
 1141, 85.120, -0.02974
 1142, 78.092, -0.03029
 1143, 70.815, -0.03124
 1144, 63.210, -0.03236
 1145, 55.272, -0.03346
 1146, 47.023, -0.03458
 1147, 38.467, -0.03584
 1148, 29.586, -0.03725
 1149, 20.401, -0.03855
 1150, 11.029, -0.03937
 1151, 1.646, -0.03956
 1152, -7.611, -0.03930
 1153, -16.707, -0.03881
 1154, -25.662, -0.03811
 1155, -34.461, -0.03706
 1156, -43.013, -0.03565
 1157, -51.215, -0.03411
 1158, -59.019, -0.03265
 1159, -66.440, -0.03132
 1160, -73.511, -0.02998
 1161, -80.262, -0.02867
 1162, -86.761, -0.02764
 1163, -93.132, -0.02721
 1164, -99.515, -0.02745
 1165, -105.996, -0.02811
 1166, -112.566, -0.02872
 1167, -119.156, -0.02910
 1168, -125.693, -0.02907
 1169, -132.147, -0.02873
 1170, -138.523, -0.02813
 1171, -144.844, -0.02739
 1172, -151.143, -0.02688
 1173, -157.435, -0.02667
 1174, -163.719, -0.02685
 1175, -169.982, -0.02711
 1176, -176.221, -0.02719
 1177, -182.455, -0.02717
 1178, -188.726, -0.02711
 1179, -195.065, -0.02724
 1180, -201.472, -0.02756
 1181, -207.906, -0.02776
 1182, -214.297, -0.02775
 1183, -220.588, -0.02747
 1184, -226.766, -0.02717
 1185, -232.893, -0.02718
 1186, -239.065, -0.02744
 1187, -245.334, -0.02756
 1188, -251.641, -0.02702
 1189, -257.842, -0.02580
 1190, -263.813, -0.02448
 1191, -269.555, -0.02373
 1192, -275.180, -0.02374
 1193, -280.779, -0.02381
 1194, -286.297, -0.02312
 1195, -291.509, -0.02146
 1196, -296.133, -0.01902
 1197, -299.976, -0.01624
 1198, -303.008, -0.01339
 1199, -305.346, -0.01055
 1200, -307.193, -0.00818
 1201, -308.757, -0.00672
 1202, -310.191, -0.00626
 1203, -311.572, -0.00626
 1204, -312.912, -0.00601
 1205, -314.195, -0.00544
 1206, -315.407, -0.00482
 1207, -316.525, -0.00456
 1208, -317.518, -0.00459
 1209, -318.348, -0.00454
 1210, -318.999, -0.00415
 1211, -319.477, -0.00334
 1212, -319.788, -0.00220
 1213, -319.916, -0.00096
 1214, -319.843, 0.00006
 1215, -319.577, 0.00053
 1216, -319.179, 0.00046
 1217, -318.736, -0.00008
 1218, -318.301, -0.00186
 1219, -317.879, -0.00776
 1220, -317.434, -0.02180
 1221, -316.937, -0.04607
 1222, -316.399, -0.07760
 1223, -315.864, -0.10859
 1224, -315.363, -0.13064
 1225, -314.883, -0.14022
 1226, -314.382, -0.13987
 1227, -313.830, -0.13439
 1228, -313.251, -0.12582
 1229, -312.687, -0.11181
 1230, -312.136, -0.08926
 1231, -311.503, -0.05922
 1232, -310.615, -0.02815
 1233, -309.301, -0.00413
 1234, -307.448, 0.00880
 1235, -304.991, 0.01275
 1236, -301.881, 0.01354
 1237, -298.057, 0.01590
 1238, -293.477, 0.02041
 1239, -288.157, 0.02489
 1240, -282.188, 0.02744
 1241, -275.703, 0.02833
 1242, -268.859, 0.02900
 1243, -261.806, 0.03004
 1244, -254.685, 0.03075
 1245, -247.611, 0.03046
 1246, -240.645, 0.02965
 1247, -233.797, 0.02942
 1248, -227.044, 0.02981
 1249, -220.365, 0.02979
 1250, -213.760, 0.02858
 1251, -207.242, 0.02687
 1252, -200.820, 0.02609
 1253, -194.491, 0.02661
 1254, -188.222, 0.02727
 1255, -181.950, 0.02704
 1256, -175.597, 0.02632
 1257, -169.094, 0.02657
 1258, -162.420, 0.02826
 1259, -155.604, 0.03008
 1260, -148.694, 0.03051
 1261, -141.714, 0.02966
 1262, -134.655, 0.02921
 1263, -127.505, 0.03036
 1264, -120.288, 0.03229
 1265, -113.072, 0.03302
 1266, -105.937, 0.03162
 1267, -98.944, 0.02940
 1268, -92.084, 0.02842
 1269, -85.266, 0.02939
 1270, -78.341, 0.03117
 1271, -71.151, 0.03216
 1272, -63.611, 0.03207
 1273, -55.721, 0.03218
 1274, -47.526, 0.03374
 1275, -39.023, 0.03665
 1276, -30.168, 0.03945
 1277, -20.952, 0.04063
 1278, -11.483, 0.04000
 1279, -1.968, 0.03873
 1280, 7.412, 0.03814
 1281, 16.593, 0.03853
 1282, 25.596, 0.03882
 1283, 34.421, 0.03779
 1284, 43.001, 0.03537
 1285, 51.241, 0.03281
 1286, 59.086, 0.03147
 1287, 66.527, 0.03128
 1288, 73.574, 0.03087
 1289, 80.253, 0.02918
 1290, 86.653, 0.02677
 1291, 92.935, 0.02539
 1292, 99.264, 0.02613
 1293, 105.717, 0.02806
 1294, 112.256, 0.02937
 1295, 118.806, 0.02921
 1296, 125.334, 0.02840
 1297, 131.857, 0.02829
 1298, 138.386, 0.02895
 1299, 144.897, 0.02931
 1300, 151.350, 0.02861
 1301, 157.724, 0.02750
 1302, 164.037, 0.02716
 1303, 170.307, 0.02771
 1304, 176.542, 0.02801
 1305, 182.749, 0.02717
 1306, 188.958, 0.02574
 1307, 195.205, 0.02532
 1308, 201.495, 0.02645
 1309, 207.787, 0.02793
 1310, 214.031, 0.02819
 1311, 220.212, 0.02697
 1312, 226.382, 0.02572
 1313, 232.625, 0.02580
 1314, 238.988, 0.02696
 1315, 245.433, 0.02772
 1316, 251.839, 0.02717
 1317, 258.066, 0.02586
 1318, 264.048, 0.02512
 1319, 269.833, 0.02538
 1320, 275.529, 0.02596
 1321, 281.187, 0.02576
 1322, 286.711, 0.02431
 1323, 291.863, 0.02187
 1324, 296.385, 0.01893
 1325, 300.120, 0.01576
 1326, 303.067, 0.01264
 1327, 305.348, 0.00987
 1328, 307.140, 0.00790
 1329, 308.631, 0.00680
 1330, 309.984, 0.00642
 1331, 311.317, 0.00655
 1332, 312.672, 0.00685
 1333, 314.008, 0.00690
 1334, 315.240, 0.00635
 1335, 316.293, 0.00519
 1336, 317.149, 0.00379
 1337, 317.853, 0.00273
 1338, 318.461, 0.00229
 1339, 318.989, 0.00226
 1340, 319.394, 0.00200
 1341, 319.608, 0.00116
 1342, 319.596, 0.00015
 1343, 319.378, -0.00021
 1344, 319.026, 0.00020
 1345, 318.616, 0.00029
 1346, 318.197, -0.00080
 1347, 317.782, -0.00098
 1348, 317.351, 0.00496
 1349, 316.887, 0.02151
 1350, 316.391, 0.04753
 1351, 315.882, 0.07579
 1352, 315.378, 0.09817
 1353, 314.875, 0.11213
 1354, 314.352, 0.12063
 1355, 313.802, 0.12597
 1356, 313.246, 0.12479
 1357, 312.710, 0.11062
 1358, 312.161, 0.08171
 1359, 311.479, 0.04550
 1360, 310.496, 0.01418
 1361, 309.065, -0.00403
 1362, 307.104, -0.00992
 1363, 304.575, -0.01043
 1364, 301.436, -0.01174
 1365, 297.629, -0.01544
 1366, 293.122, -0.01964
 1367, 287.933, -0.02258
 1368, 282.135, -0.02429
 1369, 275.819, -0.02576
 1370, 269.093, -0.02750
 1371, 262.108, -0.02916
 1372, 255.051, -0.02998
 1373, 248.084, -0.02977
 1374, 241.265, -0.02899
 1375, 234.537, -0.02833
 1376, 227.797, -0.02821
 1377, 221.004, -0.02847
 1378, 214.204, -0.02871
 1379, 207.486, -0.02855
 1380, 200.897, -0.02799
 1381, 194.425, -0.02736
 1382, 188.028, -0.02686
 1383, 181.663, -0.02659
 1384, 175.286, -0.02650
 1385, 168.832, -0.02646
 1386, 162.240, -0.02665
 1387, 155.498, -0.02712
 1388, 148.664, -0.02791
 1389, 141.808, -0.02896
 1390, 134.935, -0.02988
 1391, 127.967, -0.03063
 1392, 120.824, -0.03097
 1393, 113.536, -0.03094
 1394, 106.251, -0.03063
 1395, 99.135, -0.03012
 1396, 92.219, -0.02976
 1397, 85.367, -0.02989
 1398, 78.356, -0.03082
 1399, 71.025, -0.03234
 1400, 63.346, -0.03382
 1401, 55.374, -0.03468
 1402, 47.152, -0.03496
 1403, 38.655, -0.03529
 1404, 29.820, -0.03621
 1405, 20.650, -0.03754
 1406, 11.254, -0.03854
 1407, 1.816, -0.03874
 1408, -7.504, -0.03840
 1409, -16.653, -0.03809
 1410, -25.644, -0.03786
 1411, -34.485, -0.03730
 1412, -43.105, -0.03608
 1413, -51.390, -0.03443
 1414, -59.245, -0.03285
 1415, -66.639, -0.03154
 1416, -73.609, -0.03024
 1417, -80.234, -0.02873
 1418, -86.636, -0.02727
 1419, -92.958, -0.02642
 1420, -99.331, -0.02638
 1421, -105.806, -0.02679
 1422, -112.357, -0.02716
 1423, -118.919, -0.02716
 1424, -125.452, -0.02707
 1425, -131.953, -0.02712
 1426, -138.422, -0.02731
 1427, -144.849, -0.02740
 1428, -151.215, -0.02707
 1429, -157.526, -0.02652
 1430, -163.801, -0.02597
 1431, -170.048, -0.02574
 1432, -176.248, -0.02591
 1433, -182.394, -0.02620
 1434, -188.520, -0.02653
 1435, -194.699, -0.02676
 1436, -200.972, -0.02688
 1437, -207.309, -0.02695
 1438, -213.625, -0.02684
 1439, -219.871, -0.02664
 1440, -226.085, -0.02650
 1441, -232.365, -0.02650
 1442, -238.775, -0.02670
 1443, -245.265, -0.02678
 1444, -251.681, -0.02636
 1445, -257.861, -0.02539
 1446, -263.757, -0.02427
 1447, -269.462, -0.02360
 1448, -275.131, -0.02356
 1449, -280.822, -0.02365
 1450, -286.400, -0.02298
 1451, -291.582, -0.02091
 1452, -296.092, -0.01776
 1453, -299.796, -0.01444
 1454, -302.732, -0.01167
 1455, -305.039, -0.00972
 1456, -306.869, -0.00837
 1457, -308.379, -0.00733
 1458, -309.723, -0.00662
 1459, -311.032, -0.00623
 1460, -312.373, -0.00615
 1461, -313.722, -0.00614
 1462, -315.003, -0.00605
 1463, -316.143, -0.00577
 1464, -317.109, -0.00518
 1465, -317.912, -0.00433
 1466, -318.576, -0.00329
 1467, -319.111, -0.00217
 1468, -319.497, -0.00141
 1469, -319.686, -0.00138
 1470, -319.647, -0.00193
 1471, -319.402, -0.00202
 1472, -319.030, -0.00063
 1473, -318.625, 0.00125
 1474, -318.230, -0.00071
 1475, -317.822, -0.01200
 1476, -317.366, -0.03553
 1477, -316.859, -0.06827
 1478, -316.336, -0.10239
 1479, -315.840, -0.13002
 1480, -315.381, -0.14795
 1481, -314.934, -0.15806
 1482, -314.468, -0.16408
 1483, -313.965, -0.16693
 1484, -313.422, -0.16328
 1485, -312.856, -0.14815
 1486, -312.283, -0.11957
 1487, -311.685, -0.08167
 1488, -310.970, -0.04333
 1489, -309.963, -0.01341
 1490, -308.447, 0.00402
 1491, -306.222, 0.01127
 1492, -303.160, 0.01408
 1493, -299.207, 0.01729
 1494, -294.378, 0.02229
 1495, -288.746, 0.02736
 1496, -282.456, 0.03038
 1497, -275.697, 0.03085
 1498, -268.668, 0.03033
 1499, -261.531, 0.03063
 1500, -254.387, 0.03205
 1501, -247.304, 0.03323
 1502, -240.326, 0.03279
 1503, -233.485, 0.03087
 1504, -226.798, 0.02917
 1505, -220.240, 0.02869
 1506, -213.774, 0.02888
 1507, -207.371, 0.02836
 1508, -201.020, 0.02702
 1509, -194.725, 0.02629
 1510, -188.472, 0.02728
 1511, -182.221, 0.02907
 1512, -175.904, 0.02986
 1513, -169.451, 0.02907
 1514, -162.812, 0.02819
 1515, -155.976, 0.02896
 1516, -148.982, 0.03109
 1517, -141.895, 0.03276
 1518, -134.760, 0.03276
 1519, -127.580, 0.03187
 1520, -120.330, 0.03172
 1521, -113.031, 0.03254
 1522, -105.771, 0.03286
 1523, -98.676, 0.03144
 1524, -91.783, 0.02911
 1525, -84.984, 0.02816
 1526, -78.060, 0.02973
 1527, -70.803, 0.03261
 1528, -63.137, 0.03454
 1529, -55.118, 0.03454
 1530, -46.840, 0.03405
 1531, -38.336, 0.03508
 1532, -29.567, 0.03806
 1533, -20.500, 0.04134
 1534, -11.198, 0.04270
 1535, -1.819, 0.04159
 1536, 7.474, 0.03937
 1537, 16.599, 0.03795
 1538, 25.547, 0.03804
 1539, 34.312, 0.03868
 1540, 42.847, 0.03833
 1541, 51.069, 0.03643
 1542, 58.918, 0.03376
 1543, 66.376, 0.03166
 1544, 73.452, 0.03072
 1545, 80.180, 0.03023
 1546, 86.645, 0.02931
 1547, 92.990, 0.02787
 1548, 99.366, 0.02696
 1549, 105.844, 0.02755
 1550, 112.390, 0.02921
 1551, 118.921, 0.03039
 1552, 125.399, 0.03002
 1553, 131.847, 0.02863
 1554, 138.291, 0.02776
 1555, 144.727, 0.02817
 1556, 151.115, 0.02894
 1557, 157.435, 0.02871
 1558, 163.708, 0.02743
 1559, 169.959, 0.02646
 1560, 176.198, 0.02697
 1561, 182.425, 0.02839
 1562, 188.657, 0.02913
 1563, 194.928, 0.02842
 1564, 201.254, 0.02724
 1565, 207.606, 0.02712
 1566, 213.926, 0.02812
 1567, 220.175, 0.02893
 1568, 226.364, 0.02845
 1569, 232.554, 0.02740
 1570, 238.816, 0.02733
 1571, 245.165, 0.02856
 1572, 251.527, 0.02959
 1573, 257.769, 0.02890
 1574, 263.795, 0.02671
 1575, 269.621, 0.02487
 1576, 275.358, 0.02462
 1577, 281.079, 0.02532
 1578, 286.697, 0.02512
 1579, 291.962, 0.02288
 1580, 296.590, 0.01912
 1581, 300.415, 0.01523
 1582, 303.430, 0.01214
 1583, 305.749, 0.01008
 1584, 307.548, 0.00889
 1585, 309.020, 0.00839
 1586, 310.354, 0.00832
 1587, 311.671, 0.00816
 1588, 312.996, 0.00773
 1589, 314.280, 0.00710
 1590, 315.459, 0.00645
 1591, 316.506, 0.00574
 1592, 317.413, 0.00474
 1593, 318.173, 0.00359
 1594, 318.774, 0.00288
 1595, 319.217, 0.00289
 1596, 319.522, 0.00305
 1597, 319.696, 0.00248
 1598, 319.721, 0.00113
 1599, 319.574, -0.00007
 1600, 319.271, -0.00022
 1601, 318.871, 0.00024
 1602, 318.435, -0.00000
 1603, 317.991, -0.00048
 1604, 317.534, 0.00289
 1605, 317.054, 0.01558
 1606, 316.550, 0.03971
 1607, 316.037, 0.07059
 1608, 315.518, 0.09877
 1609, 314.986, 0.11637
 1610, 314.438, 0.12193
 1611, 313.884, 0.11910
 1612, 313.344, 0.11131
 1613, 312.820, 0.09807
 1614, 312.259, 0.07719
 1615, 311.549, 0.04984
 1616, 310.543, 0.02215
 1617, 309.109, 0.00159
 1618, 307.172, -0.00868
 1619, 304.687, -0.01154
 1620, 301.602, -0.01253
 1621, 297.835, -0.01516
 1622, 293.321, -0.01926
 1623, 288.062, -0.02289
 1624, 282.165, -0.02509
 1625, 275.794, -0.02627
 1626, 269.100, -0.02721
 1627, 262.193, -0.02817
 1628, 255.141, -0.02874
 1629, 248.022, -0.02874
 1630, 240.917, -0.02838
 1631, 233.897, -0.02794
 1632, 226.990, -0.02760
 1633, 220.195, -0.02731
 1634, 213.506, -0.02698
 1635, 206.937, -0.02647
 1636, 200.509, -0.02580
 1637, 194.205, -0.02530
 1638, 187.972, -0.02521
 1639, 181.728, -0.02572
 1640, 175.405, -0.02658
 1641, 168.963, -0.02725
 1642, 162.385, -0.02751
 1643, 155.673, -0.02740
 1644, 148.835, -0.02738
 1645, 141.879, -0.02791
 1646, 134.807, -0.02886
 1647, 127.621, -0.02991
 1648, 120.349, -0.03040
 1649, 113.068, -0.03001
 1650, 105.882, -0.02895
 1651, 98.871, -0.02780
 1652, 92.020, -0.02735
 1653, 85.208, -0.02798
 1654, 78.248, -0.02946
 1655, 70.988, -0.03104
 1656, 63.377, -0.03217
 1657, 55.455, -0.03293
 1658, 47.277, -0.03392
 1659, 38.820, -0.03561
 1660, 30.018, -0.03762
 1661, 20.850, -0.03908
 1662, 11.432, -0.03925
 1663, 1.968, -0.03825
 1664, -7.383, -0.03688
 1665, -16.577, -0.03598
 1666, -25.632, -0.03569
 1667, -34.517, -0.03552
 1668, -43.117, -0.03485
 1669, -51.315, -0.03351
 1670, -59.079, -0.03180
 1671, -66.460, -0.03022
 1672, -73.516, -0.02896
 1673, -80.274, -0.02798
 1674, -86.766, -0.02720
 1675, -93.091, -0.02674
 1676, -99.400, -0.02670
 1677, -105.809, -0.02691
 1678, -112.341, -0.02708
 1679, -118.950, -0.02692
 1680, -125.559, -0.02671
 1681, -132.123, -0.02668
 1682, -138.612, -0.02692
 1683, -145.023, -0.02707
 1684, -151.366, -0.02654
 1685, -157.668, -0.02550
 1686, -163.945, -0.02447
 1687, -170.188, -0.02420
 1688, -176.380, -0.02489
 1689, -182.525, -0.02585
 1690, -188.671, -0.02640
 1691, -194.877, -0.02620
 1692, -201.169, -0.02565
 1693, -207.516, -0.02543
 1694, -213.858, -0.02564
 1695, -220.157, -0.02604
 1696, -226.427, -0.02635
 1697, -232.724, -0.02651
 1698, -239.095, -0.02676
 1699, -245.525, -0.02692
 1700, -251.924, -0.02647
 1701, -258.174, -0.02521
 1702, -264.212, -0.02362
 1703, -270.073, -0.02261
 1704, -275.842, -0.02252
 1705, -281.536, -0.02271
 1706, -287.035, -0.02209
 1707, -292.116, -0.02003
 1708, -296.563, -0.01695
 1709, -300.259, -0.01366
 1710, -303.210, -0.01066
 1711, -305.521, -0.00825
 1712, -307.354, -0.00656
 1713, -308.890, -0.00571
 1714, -310.293, -0.00564
 1715, -311.661, -0.00586
 1716, -313.020, -0.00595
 1717, -314.348, -0.00565
 1718, -315.601, -0.00520
 1719, -316.725, -0.00472
 1720, -317.680, -0.00410
 1721, -318.454, -0.00324
 1722, -319.074, -0.00214
 1723, -319.563, -0.00107
 1724, -319.901, -0.00025
 1725, -320.029, 0.00031
 1726, -319.914, 0.00070
 1727, -319.597, 0.00096
 1728, -319.185, 0.00095
 1729, -318.765, 0.00018
 1730, -318.358, -0.00311
 1731, -317.930, -0.01212
 1732, -317.450, -0.03038
 1733, -316.932, -0.05882
 1734, -316.410, -0.09287
 1735, -315.906, -0.12341
 1736, -315.417, -0.14180
 1737, -314.927, -0.14545
 1738, -314.416, -0.13875
 1739, -313.872, -0.12811
 1740, -313.307, -0.11583
 1741, -312.738, -0.09904
 1742, -312.160, -0.07490
 1743, -311.498, -0.04561
 1744, -310.601, -0.01824
 1745, -309.297, 0.00069
 1746, -307.452, 0.01002
 1747, -304.995, 0.01343
 1748, -301.874, 0.01550
 1749, -298.023, 0.01840
 1750, -293.376, 0.02215
 1751, -287.940, 0.02597
 1752, -281.833, 0.02904
 1753, -275.265, 0.03064
 1754, -268.450, 0.03052
 1755, -261.542, 0.02959
 1756, -254.609, 0.02931
 1757, -247.675, 0.03013
 1758, -240.758, 0.03107
 1759, -233.902, 0.03082
 1760, -227.146, 0.02959
 1761, -220.502, 0.02870
 1762, -213.936, 0.02890
 1763, -207.407, 0.02940
 1764, -200.909, 0.02904
 1765, -194.476, 0.02796
 1766, -188.133, 0.02750
 1767, -181.849, 0.02839
 1768, -175.529, 0.02972
 1769, -169.074, 0.03020
 1770, -162.440, 0.02982
 1771, -155.656, 0.02988
 1772, -148.783, 0.03127
 1773, -141.847, 0.03315
 1774, -134.828, 0.03396
 1775, -127.678, 0.03324
 1776, -120.391, 0.03218
 1777, -113.045, 0.03204
 1778, -105.770, 0.03253
 1779, -98.666, 0.03243
 1780, -91.735, 0.03114
 1781, -84.865, 0.02973
 1782, -77.885, 0.02996
 1783, -70.645, 0.03217
 1784, -63.069, 0.03503
 1785, -55.159, 0.03678
 1786, -46.944, 0.03686
 1787, -38.431, 0.03640
 1788, -29.599, 0.03691
 1789, -20.451, 0.03891
 1790, -11.067, 0.04151
 1791, -1.605, 0.04306
 1792, 7.776, 0.04255
 1793, 16.978, 0.04032
 1794, 25.962, 0.03779
 1795, 34.706, 0.03629
 1796, 43.174, 0.03612
 1797, 51.332, 0.03625
 1798, 59.172, 0.03548
 1799, 66.684, 0.03349
 1800, 73.832, 0.03118
 1801, 80.598, 0.02974
 1802, 87.044, 0.02932
 1803, 93.335, 0.02913
 1804, 99.653, 0.02847
 1805, 106.085, 0.02768
 1806, 112.592, 0.02779
 1807, 119.101, 0.02913
 1808, 125.583, 0.03065
 1809, 132.067, 0.03094
 1810, 138.580, 0.02985
 1811, 145.099, 0.02853
 1812, 151.583, 0.02812
 1813, 158.014, 0.02837
 1814, 164.410, 0.02809
 1815, 170.778, 0.02680
 1816, 177.095, 0.02558
 1817, 183.325, 0.02576
 1818, 189.483, 0.02722
 1819, 195.637, 0.02845
 1820, 201.859, 0.02818
 1821, 208.147, 0.02687
 1822, 214.416, 0.02610
 1823, 220.595, 0.02659
 1824, 226.703, 0.02765
 1825, 232.857, 0.02821
 1826, 239.161, 0.02827
 1827, 245.596, 0.02858
 1828, 252.008, 0.02912
 1829, 258.223, 0.02886
 1830, 264.178, 0.02721
 1831, 269.956, 0.02503
 1832, 275.687, 0.02406
 1833, 281.408, 0.02468
 1834, 286.993, 0.02534
 1835, 292.195, 0.02398
 1836, 296.756, 0.02016
 1837, 300.509, 0.01548
 1838, 303.440, 0.01198
 1839, 305.673, 0.01028
 1840, 307.422, 0.00964
 1841, 308.917, 0.00908
 1842, 310.319, 0.00827
 1843, 311.696, 0.00749
 1844, 313.031, 0.00690
 1845, 314.286, 0.00645
 1846, 315.436, 0.00597
 1847, 316.468, 0.00532
 1848, 317.359, 0.00439
 1849, 318.094, 0.00341
 1850, 318.685, 0.00283
 1851, 319.162, 0.00282
 1852, 319.531, 0.00282
 1853, 319.752, 0.00204
 1854, 319.764, 0.00039
 1855, 319.552, -0.00064
 1856, 319.170, 0.00078
 1857, 318.711, 0.00594
 1858, 318.240, 0.01595
 1859, 317.775, 0.03352
 1860, 317.318, 0.06211
 1861, 316.866, 0.10169
 1862, 316.417, 0.14466
 1863, 315.962, 0.17803
 1864, 315.487, 0.19168
 1865, 314.985, 0.18612
 1866, 314.459, 0.17093
 1867, 313.917, 0.15553
 1868, 313.374, 0.14102
 1869, 312.843, 0.12119
 1870, 312.296, 0.09128
 1871, 311.629, 0.05480
 1872, 310.672, 0.02158
 1873, 309.254, -0.00007
 1874, 307.277, -0.00928
 1875, 304.713, -0.01149
 1876, 301.545, -0.01282
 1877, 297.724, -0.01597
 1878, 293.194, -0.02015
 1879, 287.946, -0.02376
 1880, 282.051, -0.02622
 1881, 275.638, -0.02796
 1882, 268.852, -0.02940
 1883, 261.838, -0.03039
 1884, 254.726, -0.03055
 1885, 247.625, -0.03005
 1886, 240.600, -0.02932
 1887, 233.676, -0.02882
 1888, 226.857, -0.02866
 1889, 220.141, -0.02853
 1890, 213.515, -0.02817
 1891, 206.970, -0.02752
 1892, 200.502, -0.02674
 1893, 194.128, -0.02615
 1894, 187.859, -0.02587
 1895, 181.657, -0.02593
 1896, 175.428, -0.02625
 1897, 169.066, -0.02665
 1898, 162.515, -0.02722
 1899, 155.793, -0.02797
 1900, 148.950, -0.02898
 1901, 142.013, -0.03013
 1902, 134.957, -0.03090
 1903, 127.760, -0.03104
 1904, 120.444, -0.03041
 1905, 113.105, -0.02955
 1906, 105.866, -0.02908
 1907, 98.804, -0.02919
 1908, 91.896, -0.02974
