PowerSpy - ALCIOM - Exported raw data file

Current : 10/01/24 15:32:36,925

Sample #,Voltage (V),Current(A)
  987, -259.803, 0.03048
  988, -252.848, 0.03031
  989, -245.971, 0.02893
  990, -239.196, 0.02734
  991, -232.512, 0.02689
  992, -225.908, 0.02747
  993, -219.391, 0.02776
  994, -212.974, 0.02700
  995, -206.653, 0.02592
  996, -200.403, 0.02570
  997, -194.203, 0.02635
  998, -188.040, 0.02676
  999, -181.896, 0.02635
 1000, -175.720, 0.02590
 1001, -169.425, 0.02667
 1002, -162.942, 0.02846
 1003, -156.253, 0.02981
 1004, -149.401, 0.02979
 1005, -142.436, 0.02911
 1006, -135.379, 0.02927
 1007, -128.224, 0.03060
 1008, -120.978, 0.03173
 1009, -113.693, 0.03125
 1010, -106.454, 0.02941
 1011, -99.349, 0.02790
 1012, -92.408, 0.02791
 1013, -85.567, 0.02900
 1014, -78.689, 0.02994
 1015, -71.598, 0.03017
 1016, -64.183, 0.03056
 1017, -56.431, 0.03220
 1018, -48.389, 0.03514
 1019, -40.084, 0.03821
 1020, -31.475, 0.04000
 1021, -22.519, 0.04000
 1022, -13.258, 0.03891
 1023, -3.846, 0.03793
 1024, 5.528, 0.03791
 1025, 14.743, 0.03865
 1026, 23.752, 0.03903
 1027, 32.529, 0.03800
 1028, 41.025, 0.03550
 1029, 49.192, 0.03275
 1030, 57.027, 0.03113
 1031, 64.548, 0.03078
 1032, 71.757, 0.03060
 1033, 78.632, 0.02953
 1034, 85.209, 0.02787
 1035, 91.628, 0.02698
 1036, 98.082, 0.02761
 1037, 104.682, 0.02884
 1038, 111.390, 0.02921
 1039, 118.080, 0.02831
 1040, 124.667, 0.02719
 1041, 131.161, 0.02715
 1042, 137.615, 0.02800
 1043, 144.047, 0.02852
 1044, 150.426, 0.02796
 1045, 156.716, 0.02689
 1046, 162.919, 0.02641
 1047, 169.051, 0.02670
 1048, 175.136, 0.02692
 1049, 181.198, 0.02643
 1050, 187.280, 0.02575
 1051, 193.433, 0.02597
 1052, 199.690, 0.02724
 1053, 206.032, 0.02835
 1054, 212.403, 0.02806
 1055, 218.764, 0.02659
 1056, 225.122, 0.02560
 1057, 231.512, 0.02621
 1058, 237.959, 0.02780
 1059, 244.431, 0.02855
 1060, 250.838, 0.02761
 1061, 257.090, 0.02594
 1062, 263.166, 0.02515
 1063, 269.130, 0.02557
 1064, 275.058, 0.02608
 1065, 280.925, 0.02533
 1066, 286.551, 0.02321
 1067, 291.670, 0.02064
 1068, 296.065, 0.01837
 1069, 299.656, 0.01622
 1070, 302.486, 0.01372
 1071, 304.665, 0.01084
 1072, 306.344, 0.00838
 1073, 307.718, 0.00690
 1074, 309.004, 0.00638
 1075, 310.343, 0.00634
 1076, 311.738, 0.00631
 1077, 313.076, 0.00624
 1078, 314.243, 0.00608
 1079, 315.213, 0.00571
 1080, 316.035, 0.00488
 1081, 316.756, 0.00368
 1082, 317.385, 0.00253
 1083, 317.903, 0.00197
 1084, 318.297, 0.00193
 1085, 318.566, 0.00169
 1086, 318.710, 0.00091
 1087, 318.722, 0.00021
 1088, 318.602, 0.00028
 1089, 318.372, 0.00057
 1090, 318.063, -0.00013
 1091, 317.699, -0.00057
 1092, 317.299, 0.00527
 1093, 316.879, 0.02531
 1094, 316.449, 0.06208
 1095, 316.008, 0.10785
 1096, 315.543, 0.14850
 1097, 315.054, 0.17363
 1098, 314.554, 0.18258
 1099, 314.061, 0.18104
 1100, 313.574, 0.17193
 1101, 313.065, 0.15223
 1102, 312.504, 0.11862
 1103, 311.848, 0.07513
 1104, 311.028, 0.03344
 1105, 309.921, 0.00476
 1106, 308.344, -0.00833
 1107, 306.087, -0.01191
 1108, 302.973, -0.01403
 1109, 298.905, -0.01839
 1110, 293.907, -0.02359
 1111, 288.128, -0.02720
 1112, 281.792, -0.02851
 1113, 275.128, -0.02862
 1114, 268.307, -0.02875
 1115, 261.418, -0.02910
 1116, 254.510, -0.02947
 1117, 247.624, -0.02969
 1118, 240.810, -0.02975
 1119, 234.102, -0.02974
 1120, 227.495, -0.02962
 1121, 220.954, -0.02934
 1122, 214.444, -0.02910
 1123, 207.962, -0.02885
 1124, 201.528, -0.02854
 1125, 195.168, -0.02804
 1126, 188.881, -0.02756
 1127, 182.629, -0.02750
 1128, 176.354, -0.02796
 1129, 169.994, -0.02885
 1130, 163.505, -0.02963
 1131, 156.864, -0.02986
 1132, 150.076, -0.02962
 1133, 143.161, -0.02920
 1134, 136.137, -0.02934
 1135, 129.010, -0.03030
 1136, 121.785, -0.03166
 1137, 114.503, -0.03267
 1138, 107.254, -0.03257
 1139, 100.138, -0.03153
 1140, 93.186, -0.03040
 1141, 86.318, -0.03010
 1142, 79.364, -0.03096
 1143, 72.166, -0.03249
 1144, 64.646, -0.03393
 1145, 56.830, -0.03482
 1146, 48.763, -0.03533
 1147, 40.449, -0.03598
 1148, 31.829, -0.03716
 1149, 22.856, -0.03872
 1150, 13.563, -0.04003
 1151, 4.098, -0.04053
 1152, -5.343, -0.04015
 1153, -14.608, -0.03933
 1154, -23.635, -0.03848
 1155, -32.440, -0.03764
 1156, -41.045, -0.03674
 1157, -49.432, -0.03580
 1158, -57.532, -0.03495
 1159, -65.256, -0.03409
 1160, -72.549, -0.03292
 1161, -79.438, -0.03134
 1162, -86.048, -0.02975
 1163, -92.553, -0.02879
 1164, -99.098, -0.02862
 1165, -105.726, -0.02886
 1166, -112.388, -0.02894
 1167, -119.006, -0.02875
 1168, -125.533, -0.02855
 1169, -131.972, -0.02845
 1170, -138.350, -0.02837
 1171, -144.705, -0.02795
 1172, -151.064, -0.02729
 1173, -157.437, -0.02674
 1174, -163.791, -0.02652
 1175, -170.074, -0.02675
 1176, -176.252, -0.02708
 1177, -182.358, -0.02744
 1178, -188.486, -0.02780
 1179, -194.729, -0.02810
 1180, -201.112, -0.02835
 1181, -207.576, -0.02829
 1182, -214.026, -0.02792
 1183, -220.393, -0.02745
 1184, -226.677, -0.02711
 1185, -232.944, -0.02719
 1186, -239.271, -0.02767
 1187, -245.676, -0.02816
 1188, -252.092, -0.02829
 1189, -258.401, -0.02780
 1190, -264.551, -0.02699
 1191, -270.584, -0.02627
 1192, -276.564, -0.02582
 1193, -282.446, -0.02520
 1194, -288.017, -0.02368
 1195, -292.993, -0.02106
 1196, -297.174, -0.01783
 1197, -300.534, -0.01476
 1198, -303.181, -0.01241
 1199, -305.269, -0.01063
 1200, -306.949, -0.00906
 1201, -308.381, -0.00781
 1202, -309.721, -0.00713
 1203, -311.078, -0.00720
 1204, -312.471, -0.00758
 1205, -313.839, -0.00769
 1206, -315.093, -0.00731
 1207, -316.172, -0.00650
 1208, -317.051, -0.00568
 1209, -317.744, -0.00504
 1210, -318.299, -0.00462
 1211, -318.771, -0.00421
 1212, -319.185, -0.00359
 1213, -319.496, -0.00295
 1214, -319.618, -0.00263
 1215, -319.497, -0.00246
 1216, -319.173, -0.00184
 1217, -318.761, -0.00027
 1218, -318.355, 0.00092
 1219, -317.979, -0.00191
 1220, -317.587, -0.01307
 1221, -317.136, -0.03454
 1222, -316.632, -0.06416
 1223, -316.119, -0.09631
 1224, -315.629, -0.12457
 1225, -315.152, -0.14429
 1226, -314.656, -0.15323
 1227, -314.122, -0.15063
 1228, -313.560, -0.13641
 1229, -312.993, -0.11171
 1230, -312.418, -0.08004
 1231, -311.779, -0.04729
 1232, -310.967, -0.01994
 1233, -309.823, -0.00185
 1234, -308.159, 0.00745
 1235, -305.781, 0.01153
 1236, -302.535, 0.01428
 1237, -298.355, 0.01761
 1238, -293.303, 0.02142
 1239, -287.548, 0.02474
 1240, -281.303, 0.02684
 1241, -274.763, 0.02750
 1242, -268.062, 0.02726
 1243, -261.294, 0.02704
 1244, -254.530, 0.02755
 1245, -247.829, 0.02851
 1246, -241.214, 0.02891
 1247, -234.661, 0.02805
 1248, -228.122, 0.02674
 1249, -221.569, 0.02640
 1250, -215.015, 0.02735
 1251, -208.500, 0.02843
 1252, -202.054, 0.02837
 1253, -195.679, 0.02743
 1254, -189.349, 0.02691
 1255, -183.022, 0.02743
 1256, -176.643, 0.02804
 1257, -170.143, 0.02769
 1258, -163.471, 0.02665
 1259, -156.630, 0.02632
 1260, -149.679, 0.02745
 1261, -142.681, 0.02900
 1262, -135.641, 0.02951
 1263, -128.504, 0.02881
 1264, -121.233, 0.02831
 1265, -113.877, 0.02923
 1266, -106.567, 0.03096
 1267, -99.419, 0.03174
 1268, -92.431, 0.03060
 1269, -85.481, 0.02872
 1270, -78.402, 0.02834
 1271, -71.064, 0.03040
 1272, -63.417, 0.03360
 1273, -55.467, 0.03575
 1274, -47.241, 0.03584
 1275, -38.740, 0.03510
 1276, -29.947, 0.03548
 1277, -20.846, 0.03767
 1278, -11.482, 0.04039
 1279, -1.978, 0.04156
 1280, 7.497, 0.04033
 1281, 16.800, 0.03773
 1282, 25.860, 0.03570
 1283, 34.662, 0.03529
 1284, 43.202, 0.03586
 1285, 51.457, 0.03589
 1286, 59.393, 0.03454
 1287, 66.978, 0.03228
 1288, 74.191, 0.03032
 1289, 81.046, 0.02926
 1290, 87.619, 0.02858
 1291, 94.057, 0.02759
 1292, 100.511, 0.02637
 1293, 107.054, 0.02588
 1294, 113.643, 0.02671
 1295, 120.187, 0.02808
 1296, 126.643, 0.02847
 1297, 133.039, 0.02732
 1298, 139.420, 0.02574
 1299, 145.798, 0.02529
 1300, 152.146, 0.02630
 1301, 158.445, 0.02738
 1302, 164.703, 0.02716
 1303, 170.928, 0.02575
 1304, 177.110, 0.02473
 1305, 183.247, 0.02524
 1306, 189.377, 0.02665
 1307, 195.568, 0.02745
 1308, 201.854, 0.02694
 1309, 208.202, 0.02605
 1310, 214.531, 0.02613
 1311, 220.792, 0.02714
 1312, 227.008, 0.02780
 1313, 233.255, 0.02716
 1314, 239.593, 0.02592
 1315, 245.998, 0.02559
 1316, 252.365, 0.02652
 1317, 258.570, 0.02745
 1318, 264.551, 0.02700
 1319, 270.360, 0.02531
 1320, 276.092, 0.02381
 1321, 281.758, 0.02324
 1322, 287.206, 0.02282
 1323, 292.170, 0.02111
 1324, 296.418, 0.01779
 1325, 299.870, 0.01405
 1326, 302.591, 0.01114
 1327, 304.703, 0.00924
 1328, 306.338, 0.00773
 1329, 307.641, 0.00631
 1330, 308.801, 0.00535
 1331, 309.987, 0.00525
 1332, 311.273, 0.00574
 1333, 312.605, 0.00626
 1334, 313.860, 0.00625
 1335, 314.952, 0.00557
 1336, 315.863, 0.00459
 1337, 316.623, 0.00359
 1338, 317.258, 0.00292
 1339, 317.782, 0.00267
 1340, 318.202, 0.00250
 1341, 318.521, 0.00211
 1342, 318.730, 0.00133
 1343, 318.804, 0.00062
 1344, 318.724, 0.00038
 1345, 318.502, 0.00033
 1346, 318.175, 0.00014
 1347, 317.788, 0.00146
 1348, 317.371, 0.00902
 1349, 316.937, 0.02874
 1350, 316.490, 0.06285
 1351, 316.038, 0.10597
 1352, 315.580, 0.14660
 1353, 315.111, 0.17378
 1354, 314.608, 0.18271
 1355, 314.066, 0.17550
 1356, 313.503, 0.15642
 1357, 312.947, 0.12803
 1358, 312.395, 0.09234
 1359, 311.761, 0.05394
 1360, 310.882, 0.02060
 1361, 309.573, -0.00112
 1362, 307.675, -0.01059
 1363, 305.073, -0.01305
 1364, 301.685, -0.01487
 1365, 297.467, -0.01894
 1366, 292.455, -0.02389
 1367, 286.781, -0.02715
 1368, 280.642, -0.02811
 1369, 274.220, -0.02808
 1370, 267.620, -0.02862
 1371, 260.894, -0.02993
 1372, 254.084, -0.03110
 1373, 247.248, -0.03136
 1374, 240.437, -0.03070
 1375, 233.669, -0.02984
 1376, 226.950, -0.02935
 1377, 220.288, -0.02923
 1378, 213.707, -0.02915
 1379, 207.216, -0.02880
 1380, 200.808, -0.02834
 1381, 194.468, -0.02799
 1382, 188.198, -0.02784
 1383, 181.977, -0.02796
 1384, 175.736, -0.02820
 1385, 169.357, -0.02856
 1386, 162.758, -0.02901
 1387, 155.947, -0.02938
 1388, 149.015, -0.02976
 1389, 142.044, -0.03017
 1390, 135.027, -0.03082
 1391, 127.907, -0.03164
 1392, 120.653, -0.03223
 1393, 113.329, -0.03228
 1394, 106.049, -0.03156
 1395, 98.900, -0.03048
 1396, 91.885, -0.02972
 1397, 84.913, -0.02984
 1398, 77.844, -0.03099
 1399, 70.538, -0.03266
 1400, 62.917, -0.03422
 1401, 54.974, -0.03535
 1402, 46.752, -0.03623
 1403, 38.272, -0.03721
 1404, 29.513, -0.03837
 1405, 20.458, -0.03936
 1406, 11.169, -0.03989
 1407, 1.785, -0.03993
 1408, -7.550, -0.03973
 1409, -16.752, -0.03939
 1410, -25.790, -0.03874
 1411, -34.623, -0.03755
 1412, -43.179, -0.03595
 1413, -51.400, -0.03436
 1414, -59.276, -0.03319
 1415, -66.824, -0.03249
 1416, -74.041, -0.03188
 1417, -80.917, -0.03100
 1418, -87.491, -0.02978
 1419, -93.887, -0.02851
 1420, -100.263, -0.02759
 1421, -106.711, -0.02734
 1422, -113.220, -0.02762
 1423, -119.735, -0.02811
 1424, -126.220, -0.02849
 1425, -132.686, -0.02857
 1426, -139.131, -0.02848
 1427, -145.525, -0.02819
 1428, -151.833, -0.02780
 1429, -158.060, -0.02740
 1430, -164.251, -0.02701
 1431, -170.438, -0.02677
 1432, -176.594, -0.02653
 1433, -182.668, -0.02635
 1434, -188.653, -0.02646
 1435, -194.618, -0.02692
 1436, -200.674, -0.02762
 1437, -206.877, -0.02797
 1438, -213.193, -0.02761
 1439, -219.537, -0.02682
 1440, -225.857, -0.02622
 1441, -232.177, -0.02638
 1442, -238.556, -0.02720
 1443, -245.000, -0.02795
 1444, -251.425, -0.02803
 1445, -257.707, -0.02729
 1446, -263.778, -0.02625
 1447, -269.676, -0.02543
 1448, -275.477, -0.02504
 1449, -281.179, -0.02477
 1450, -286.635, -0.02393
 1451, -291.612, -0.02211
 1452, -295.916, -0.01945
 1453, -299.478, -0.01629
 1454, -302.330, -0.01327
 1455, -304.559, -0.01082
 1456, -306.274, -0.00917
 1457, -307.631, -0.00837
 1458, -308.821, -0.00816
 1459, -310.012, -0.00822
 1460, -311.276, -0.00820
 1461, -312.575, -0.00798
 1462, -313.823, -0.00773
 1463, -314.941, -0.00731
 1464, -315.893, -0.00661
 1465, -316.674, -0.00558
 1466, -317.308, -0.00459
 1467, -317.827, -0.00410
 1468, -318.254, -0.00394
 1469, -318.575, -0.00336
 1470, -318.753, -0.00206
 1471, -318.759, -0.00090
 1472, -318.609, -0.00099
 1473, -318.350, -0.00201
 1474, -318.020, -0.00171
 1475, -317.638, 0.00059
 1476, -317.215, 0.00081
 1477, -316.770, -0.00858
 1478, -316.322, -0.03231
 1479, -315.873, -0.06697
 1480, -315.401, -0.10247
 1481, -314.897, -0.12941
 1482, -314.370, -0.14463
 1483, -313.841, -0.14946
 1484, -313.322, -0.14396
 1485, -312.797, -0.12560
 1486, -312.222, -0.09384
 1487, -311.521, -0.05504
 1488, -310.587, -0.02067
 1489, -309.271, 0.00063
 1490, -307.408, 0.00889
 1491, -304.832, 0.01094
 1492, -301.423, 0.01348
 1493, -297.143, 0.01806
 1494, -292.061, 0.02243
 1495, -286.331, 0.02455
 1496, -280.135, 0.02510
 1497, -273.633, 0.02596
 1498, -266.944, 0.02771
 1499, -260.156, 0.02914
 1500, -253.343, 0.02903
 1501, -246.554, 0.02775
 1502, -239.812, 0.02687
 1503, -233.117, 0.02726
 1504, -226.471, 0.02813
 1505, -219.882, 0.02822
 1506, -213.358, 0.02721
 1507, -206.900, 0.02611
 1508, -200.503, 0.02590
 1509, -194.163, 0.02621
 1510, -187.866, 0.02606
 1511, -181.576, 0.02527
 1512, -175.224, 0.02495
 1513, -168.738, 0.02613
 1514, -162.072, 0.02824
 1515, -155.249, 0.02967
 1516, -148.341, 0.02951
 1517, -141.409, 0.02863
 1518, -134.455, 0.02859
 1519, -127.425, 0.02973
 1520, -120.275, 0.03077
 1521, -113.045, 0.03045
 1522, -105.849, 0.02907
 1523, -98.798, 0.02825
 1524, -91.911, 0.02887
 1525, -85.080, 0.03023
 1526, -78.124, 0.03087
 1527, -70.884, 0.03045
 1528, -63.291, 0.03027
 1529, -55.365, 0.03165
 1530, -47.153, 0.03446
 1531, -38.669, 0.03715
 1532, -29.896, 0.03819
 1533, -20.847, 0.03761
 1534, -11.611, 0.03669
 1535, -2.335, 0.03667
 1536, 6.863, 0.03760
 1537, 15.926, 0.03837
 1538, 24.830, 0.03788
 1539, 33.525, 0.03616
 1540, 41.935, 0.03423
 1541, 50.012, 0.03314
 1542, 57.771, 0.03287
 1543, 65.249, 0.03218
 1544, 72.445, 0.03015
 1545, 79.333, 0.02722
 1546, 85.935, 0.02510
 1547, 92.372, 0.02513
 1548, 98.810, 0.02675
 1549, 105.345, 0.02806
 1550, 111.957, 0.02789
 1551, 118.555, 0.02684
 1552, 125.079, 0.02647
 1553, 131.539, 0.02735
 1554, 137.985, 0.02833
 1555, 144.437, 0.02802
 1556, 150.867, 0.02649
 1557, 157.229, 0.02521
 1558, 163.490, 0.02521
 1559, 169.650, 0.02595
 1560, 175.738, 0.02610
 1561, 181.796, 0.02531
 1562, 187.868, 0.02467
 1563, 194.004, 0.02525
 1564, 200.226, 0.02647
 1565, 206.518, 0.02677
 1566, 212.830, 0.02543
 1567, 219.110, 0.02375
 1568, 225.343, 0.02366
 1569, 231.574, 0.02543
 1570, 237.868, 0.02739
 1571, 244.259, 0.02773
 1572, 250.696, 0.02657
 1573, 257.085, 0.02556
 1574, 263.344, 0.02578
 1575, 269.463, 0.02655
 1576, 275.465, 0.02638
 1577, 281.316, 0.02452
 1578, 286.861, 0.02172
 1579, 291.862, 0.01900
 1580, 296.116, 0.01660
 1581, 299.563, 0.01413
 1582, 302.278, 0.01139
 1583, 304.403, 0.00889
 1584, 306.089, 0.00725
 1585, 307.476, 0.00659
 1586, 308.714, 0.00659
 1587, 309.940, 0.00689
 1588, 311.234, 0.00721
 1589, 312.584, 0.00722
 1590, 313.902, 0.00663
 1591, 315.072, 0.00539
 1592, 316.021, 0.00397
 1593, 316.741, 0.00301
 1594, 317.296, 0.00285
 1595, 317.769, 0.00306
 1596, 318.202, 0.00283
 1597, 318.564, 0.00179
 1598, 318.780, 0.00033
 1599, 318.801, -0.00058
 1600, 318.649, -0.00043
 1601, 318.394, 0.00022
 1602, 318.091, 0.00006
 1603, 317.748, -0.00092
 1604, 317.354, 0.00057
 1605, 316.913, 0.01100
 1606, 316.458, 0.03593
 1607, 316.011, 0.07421
 1608, 315.564, 0.11594
 1609, 315.098, 0.14769
 1610, 314.601, 0.16112
 1611, 314.079, 0.15791
 1612, 313.539, 0.14569
 1613, 312.987, 0.12968
 1614, 312.430, 0.10889
 1615, 311.846, 0.08042
 1616, 311.130, 0.04639
 1617, 310.078, 0.01505
 1618, 308.436, -0.00570
 1619, 306.002, -0.01462
 1620, 302.686, -0.01704
 1621, 298.498, -0.01904
 1622, 293.500, -0.02278
 1623, 287.784, -0.02673
 1624, 281.476, -0.02913
 1625, 274.744, -0.02988
 1626, 267.755, -0.03001
 1627, 260.636, -0.03019
 1628, 253.477, -0.03039
 1629, 246.349, -0.03059
 1630, 239.320, -0.03065
 1631, 232.421, -0.03034
 1632, 225.648, -0.02944
 1633, 218.980, -0.02817
 1634, 212.420, -0.02725
 1635, 206.000, -0.02709
 1636, 199.738, -0.02744
 1637, 193.600, -0.02771
 1638, 187.508, -0.02768
 1639, 181.383, -0.02773
 1640, 175.173, -0.02799
 1641, 168.846, -0.02843
 1642, 162.376, -0.02874
 1643, 155.753, -0.02882
 1644, 148.987, -0.02903
 1645, 142.099, -0.02958
 1646, 135.094, -0.03043
 1647, 127.959, -0.03130
 1648, 120.703, -0.03183
 1649, 113.389, -0.03202
 1650, 106.142, -0.03183
 1651, 99.061, -0.03138
 1652, 92.164, -0.03084
 1653, 85.339, -0.03044
 1654, 78.406, -0.03055
 1655, 71.203, -0.03131
 1656, 63.669, -0.03262
 1657, 55.833, -0.03416
 1658, 47.749, -0.03561
 1659, 39.417, -0.03687
 1660, 30.773, -0.03800
 1661, 21.774, -0.03903
 1662, 12.485, -0.03979
 1663, 3.090, -0.04005
 1664, -6.208, -0.03980
 1665, -15.294, -0.03926
 1666, -24.153, -0.03872
 1667, -32.814, -0.03820
 1668, -41.282, -0.03751
 1669, -49.519, -0.03648
 1670, -57.471, -0.03513
 1671, -65.081, -0.03360
 1672, -72.305, -0.03203
 1673, -79.155, -0.03048
 1674, -85.733, -0.02920
 1675, -92.216, -0.02853
 1676, -98.763, -0.02860
 1677, -105.413, -0.02913
 1678, -112.093, -0.02947
 1679, -118.705, -0.02924
 1680, -125.234, -0.02869
 1681, -131.726, -0.02831
 1682, -138.221, -0.02844
 1683, -144.684, -0.02867
 1684, -151.060, -0.02840
 1685, -157.334, -0.02761
 1686, -163.552, -0.02680
 1687, -169.760, -0.02674
 1688, -175.952, -0.02726
 1689, -182.089, -0.02771
 1690, -188.178, -0.02765
 1691, -194.288, -0.02724
 1692, -200.500, -0.02717
 1693, -206.819, -0.02756
 1694, -213.162, -0.02782
 1695, -219.432, -0.02744
 1696, -225.609, -0.02650
 1697, -231.768, -0.02587
 1698, -238.005, -0.02622
 1699, -244.343, -0.02719
 1700, -250.698, -0.02788
 1701, -256.953, -0.02759
 1702, -263.048, -0.02665
 1703, -269.022, -0.02589
 1704, -274.937, -0.02569
 1705, -280.766, -0.02561
 1706, -286.346, -0.02458
 1707, -291.441, -0.02218
 1708, -295.853, -0.01894
 1709, -299.501, -0.01570
 1710, -302.405, -0.01314
 1711, -304.653, -0.01129
 1712, -306.378, -0.00983
 1713, -307.759, -0.00869
 1714, -308.997, -0.00793
 1715, -310.243, -0.00760
 1716, -311.551, -0.00753
 1717, -312.884, -0.00745
 1718, -314.166, -0.00724
 1719, -315.327, -0.00666
 1720, -316.320, -0.00575
 1721, -317.125, -0.00465
 1722, -317.753, -0.00371
 1723, -318.238, -0.00333
 1724, -318.609, -0.00342
 1725, -318.870, -0.00346
 1726, -318.997, -0.00297
 1727, -318.973, -0.00218
 1728, -318.812, -0.00173
 1729, -318.554, -0.00169
 1730, -318.234, -0.00141
 1731, -317.860, -0.00152
 1732, -317.435, -0.00647
 1733, -316.963, -0.02307
 1734, -316.468, -0.05454
 1735, -315.977, -0.09529
 1736, -315.507, -0.13250
 1737, -315.052, -0.15505
 1738, -314.590, -0.16132
 1739, -314.095, -0.15761
 1740, -313.559, -0.14927
 1741, -312.999, -0.13468
 1742, -312.429, -0.10877
 1743, -311.794, -0.07177
 1744, -310.949, -0.03274
 1745, -309.686, -0.00358
 1746, -307.805, 0.01039
 1747, -305.179, 0.01338
 1748, -301.752, 0.01377
 1749, -297.524, 0.01684
 1750, -292.534, 0.02213
 1751, -286.875, 0.02631
 1752, -280.694, 0.02770
 1753, -274.170, 0.02737
 1754, -267.455, 0.02739
 1755, -260.648, 0.02839
 1756, -253.808, 0.02931
 1757, -246.984, 0.02901
 1758, -240.229, 0.02770
 1759, -233.591, 0.02677
 1760, -227.078, 0.02708
 1761, -220.655, 0.02787
 1762, -214.272, 0.02785
 1763, -207.899, 0.02675
 1764, -201.542, 0.02577
 1765, -195.222, 0.02597
 1766, -188.941, 0.02689
 1767, -182.660, 0.02735
 1768, -176.311, 0.02709
 1769, -169.829, 0.02719
 1770, -163.176, 0.02854
 1771, -156.347, 0.03030
 1772, -149.374, 0.03081
 1773, -142.318, 0.02960
 1774, -135.223, 0.02813
 1775, -128.109, 0.02827
 1776, -120.965, 0.02997
 1777, -113.803, 0.03131
 1778, -106.684, 0.03067
 1779, -99.690, 0.02861
 1780, -92.848, 0.02740
 1781, -86.069, 0.02837
 1782, -79.165, 0.03074
 1783, -71.955, 0.03259
 1784, -64.359, 0.03310
 1785, -56.415, 0.03340
 1786, -48.195, 0.03493
 1787, -39.723, 0.03770
 1788, -30.953, 0.04005
 1789, -21.852, 0.04038
 1790, -12.490, 0.03881
 1791, -3.038, 0.03706
 1792, 6.323, 0.03669
 1793, 15.485, 0.03767
 1794, 24.422, 0.03855
 1795, 33.133, 0.03791
 1796, 41.597, 0.03570
 1797, 49.787, 0.03318
 1798, 57.693, 0.03166
 1799, 65.316, 0.03135
 1800, 72.637, 0.03117
 1801, 79.629, 0.03010
 1802, 86.317, 0.02828
 1803, 92.818, 0.02699
 1804, 99.293, 0.02735
 1805, 105.843, 0.02890
 1806, 112.460, 0.02993
 1807, 119.062, 0.02926
 1808, 125.599, 0.02741
 1809, 132.083, 0.02603
 1810, 138.551, 0.02615
 1811, 145.005, 0.02697
 1812, 151.400, 0.02706
 1813, 157.695, 0.02607
 1814, 163.890, 0.02508
 1815, 170.025, 0.02528
 1816, 176.145, 0.02642
 1817, 182.282, 0.02726
 1818, 188.461, 0.02706
 1819, 194.710, 0.02647
 1820, 201.023, 0.02664
 1821, 207.361, 0.02758
 1822, 213.657, 0.02816
 1823, 219.880, 0.02751
 1824, 226.057, 0.02624
 1825, 232.252, 0.02589
 1826, 238.502, 0.02692
 1827, 244.778, 0.02810
 1828, 251.006, 0.02781
 1829, 257.125, 0.02596
 1830, 263.138, 0.02414
 1831, 269.100, 0.02378
 1832, 275.049, 0.02463
 1833, 280.923, 0.02507
 1834, 286.535, 0.02378
 1835, 291.628, 0.02091
 1836, 295.996, 0.01757
 1837, 299.573, 0.01449
 1838, 302.418, 0.01177
 1839, 304.654, 0.00931
 1840, 306.412, 0.00749
 1841, 307.824, 0.00664
 1842, 309.037, 0.00657
 1843, 310.193, 0.00672
 1844, 311.385, 0.00674
 1845, 312.626, 0.00663
 1846, 313.866, 0.00647
 1847, 315.026, 0.00599
 1848, 316.026, 0.00485
 1849, 316.813, 0.00322
 1850, 317.388, 0.00187
 1851, 317.805, 0.00150
 1852, 318.142, 0.00200
 1853, 318.429, 0.00255
 1854, 318.625, 0.00228
 1855, 318.653, 0.00120
 1856, 318.487, 0.00000
 1857, 318.181, -0.00055
 1858, 317.823, -0.00030
 1859, 317.461, 0.00017
 1860, 317.081, 0.00026
 1861, 316.656, 0.00004
 1862, 316.190, 0.00097
 1863, 315.718, 0.00583
 1864, 315.264, 0.01756
 1865, 314.816, 0.03767
 1866, 314.351, 0.06464
 1867, 313.854, 0.09295
 1868, 313.326, 0.11425
 1869, 312.777, 0.12053
 1870, 312.201, 0.10810
 1871, 311.584, 0.08042
 1872, 310.870, 0.04665
 1873, 309.914, 0.01717
 1874, 308.468, -0.00185
 1875, 306.244, -0.01082
 1876, 303.033, -0.01446
 1877, 298.795, -0.01739
 1878, 293.652, -0.02119
 1879, 287.816, -0.02477
 1880, 281.487, -0.02684
 1881, 274.822, -0.02746
 1882, 267.937, -0.02764
 1883, 260.928, -0.02823
 1884, 253.887, -0.02895
 1885, 246.898, -0.02926
 1886, 240.039, -0.02889
 1887, 233.353, -0.02813
 1888, 226.832, -0.02746
 1889, 220.408, -0.02700
 1890, 214.006, -0.02676
 1891, 207.600, -0.02672
 1892, 201.232, -0.02678
 1893, 194.961, -0.02686
 1894, 188.788, -0.02674
 1895, 182.625, -0.02644
 1896, 176.360, -0.02633
 1897, 169.926, -0.02665
 1898, 163.327, -0.02747
 1899, 156.593, -0.02842
 1900, 149.740, -0.02901
 1901, 142.756, -0.02930
 1902, 135.639, -0.02955
 1903, 128.413, -0.03017
 1904, 121.128, -0.03095
 1905, 113.850, -0.03118
 1906, 106.655, -0.03059
 1907, 99.603, -0.02954
 1908, 92.711, -0.02900
 1909, 85.889, -0.02955
 1910, 78.967, -0.03077
 1911, 71.770, -0.03181
 1912, 64.208, -0.03216
 1913, 56.313, -0.03230
 1914, 48.151, -0.03305
 1915, 39.739, -0.03476
 1916, 31.017, -0.03692
