PowerSpy - ALCIOM - Exported raw data file

Current : 10/01/24 15:30:30,450

Sample #,Voltage (V),Current(A)
  979, -303.886, 0.01415
  980, -300.608, 0.01541
  981, -296.587, 0.01773
  982, -291.791, 0.02171
  983, -286.261, 0.02543
  984, -280.119, 0.02719
  985, -273.542, 0.02709
  986, -266.697, 0.02685
  987, -259.721, 0.02770
  988, -252.712, 0.02925
  989, -245.742, 0.03019
  990, -238.841, 0.02983
  991, -232.021, 0.02887
  992, -225.282, 0.02830
  993, -218.639, 0.02820
  994, -212.112, 0.02788
  995, -205.710, 0.02694
  996, -199.405, 0.02602
  997, -193.146, 0.02608
  998, -186.873, 0.02706
  999, -180.527, 0.02796
 1000, -174.060, 0.02818
 1001, -167.438, 0.02823
 1002, -160.657, 0.02911
 1003, -153.736, 0.03074
 1004, -146.695, 0.03188
 1005, -139.537, 0.03153
 1006, -132.263, 0.03015
 1007, -124.896, 0.02935
 1008, -117.499, 0.03001
 1009, -110.155, 0.03131
 1010, -102.929, 0.03163
 1011, -95.850, 0.03039
 1012, -88.877, 0.02879
 1013, -81.906, 0.02858
 1014, -74.790, 0.03013
 1015, -67.409, 0.03229
 1016, -59.725, 0.03357
 1017, -51.771, 0.03382
 1018, -43.572, 0.03430
 1019, -35.090, 0.03614
 1020, -26.245, 0.03904
 1021, -17.029, 0.04139
 1022, -7.563, 0.04173
 1023, 1.953, 0.04016
 1024, 11.363, 0.03814
 1025, 20.602, 0.03713
 1026, 29.646, 0.03727
 1027, 38.435, 0.03731
 1028, 46.867, 0.03595
 1029, 54.862, 0.03312
 1030, 62.410, 0.03010
 1031, 69.560, 0.02839
 1032, 76.369, 0.02821
 1033, 82.895, 0.02836
 1034, 89.221, 0.02779
 1035, 95.465, 0.02660
 1036, 101.734, 0.02602
 1037, 108.073, 0.02685
 1038, 114.470, 0.02829
 1039, 120.896, 0.02879
 1040, 127.334, 0.02779
 1041, 133.783, 0.02624
 1042, 140.226, 0.02564
 1043, 146.637, 0.02618
 1044, 152.995, 0.02676
 1045, 159.301, 0.02645
 1046, 165.554, 0.02565
 1047, 171.757, 0.02558
 1048, 177.922, 0.02665
 1049, 184.089, 0.02783
 1050, 190.300, 0.02787
 1051, 196.564, 0.02675
 1052, 202.848, 0.02584
 1053, 209.106, 0.02625
 1054, 215.327, 0.02756
 1055, 221.548, 0.02837
 1056, 227.803, 0.02784
 1057, 234.110, 0.02680
 1058, 240.453, 0.02649
 1059, 246.801, 0.02713
 1060, 253.097, 0.02759
 1061, 259.270, 0.02691
 1062, 265.268, 0.02539
 1063, 271.096, 0.02427
 1064, 276.803, 0.02405
 1065, 282.407, 0.02408
 1066, 287.810, 0.02302
 1067, 292.793, 0.02038
 1068, 297.110, 0.01681
 1069, 300.600, 0.01339
 1070, 303.254, 0.01075
 1071, 305.204, 0.00890
 1072, 306.668, 0.00756
 1073, 307.873, 0.00657
 1074, 309.008, 0.00585
 1075, 310.176, 0.00548
 1076, 311.400, 0.00555
 1077, 312.639, 0.00581
 1078, 313.835, 0.00577
 1079, 314.935, 0.00512
 1080, 315.906, 0.00403
 1081, 316.739, 0.00309
 1082, 317.438, 0.00263
 1083, 317.995, 0.00246
 1084, 318.389, 0.00225
 1085, 318.581, 0.00163
 1086, 318.555, 0.00068
 1087, 318.332, -0.00018
 1088, 317.977, -0.00034
 1089, 317.555, 0.00035
 1090, 317.116, 0.00109
 1091, 316.680, 0.00048
 1092, 316.249, -0.00119
 1093, 315.824, -0.00039
 1094, 315.407, 0.00886
 1095, 314.992, 0.03098
 1096, 314.563, 0.06481
 1097, 314.100, 0.10308
 1098, 313.597, 0.13583
 1099, 313.068, 0.15427
 1100, 312.542, 0.15340
 1101, 312.023, 0.13295
 1102, 311.467, 0.09786
 1103, 310.766, 0.05778
 1104, 309.784, 0.02329
 1105, 308.397, 0.00111
 1106, 306.495, -0.00887
 1107, 303.962, -0.01199
 1108, 300.676, -0.01408
 1109, 296.539, -0.01772
 1110, 291.537, -0.02227
 1111, 285.763, -0.02601
 1112, 279.392, -0.02827
 1113, 272.619, -0.02931
 1114, 265.622, -0.02964
 1115, 258.543, -0.02958
 1116, 251.486, -0.02930
 1117, 244.508, -0.02895
 1118, 237.619, -0.02867
 1119, 230.815, -0.02839
 1120, 224.096, -0.02809
 1121, 217.483, -0.02763
 1122, 211.002, -0.02715
 1123, 204.651, -0.02688
 1124, 198.397, -0.02694
 1125, 192.186, -0.02729
 1126, 185.969, -0.02749
 1127, 179.708, -0.02740
 1128, 173.374, -0.02732
 1129, 166.925, -0.02756
 1130, 160.316, -0.02832
 1131, 153.515, -0.02928
 1132, 146.526, -0.02997
 1133, 139.393, -0.03039
 1134, 132.171, -0.03058
 1135, 124.904, -0.03067
 1136, 117.625, -0.03052
 1137, 110.373, -0.02999
 1138, 103.203, -0.02937
 1139, 96.158, -0.02900
 1140, 89.216, -0.02913
 1141, 82.272, -0.02971
 1142, 75.185, -0.03051
 1143, 67.855, -0.03141
 1144, 60.258, -0.03233
 1145, 52.422, -0.03327
 1146, 44.349, -0.03437
 1147, 35.974, -0.03588
 1148, 27.215, -0.03786
 1149, 18.071, -0.03981
 1150, 8.671, -0.04090
 1151, -0.780, -0.04068
 1152, -10.121, -0.03946
 1153, -19.298, -0.03809
 1154, -28.320, -0.03715
 1155, -37.167, -0.03650
 1156, -45.748, -0.03565
 1157, -53.952, -0.03423
 1158, -61.699, -0.03234
 1159, -68.971, -0.03028
 1160, -75.794, -0.02846
 1161, -82.254, -0.02736
 1162, -88.500, -0.02718
 1163, -94.724, -0.02774
 1164, -101.066, -0.02842
 1165, -107.544, -0.02854
 1166, -114.075, -0.02810
 1167, -120.570, -0.02757
 1168, -127.017, -0.02749
 1169, -133.459, -0.02781
 1170, -139.919, -0.02800
 1171, -146.368, -0.02785
 1172, -152.752, -0.02741
 1173, -159.064, -0.02715
 1174, -165.341, -0.02726
 1175, -171.629, -0.02744
 1176, -177.934, -0.02752
 1177, -184.233, -0.02724
 1178, -190.504, -0.02681
 1179, -196.744, -0.02645
 1180, -202.961, -0.02623
 1181, -209.145, -0.02622
 1182, -215.281, -0.02627
 1183, -221.374, -0.02641
 1184, -227.472, -0.02684
 1185, -233.642, -0.02761
 1186, -239.922, -0.02850
 1187, -246.268, -0.02888
 1188, -252.565, -0.02818
 1189, -258.703, -0.02656
 1190, -264.653, -0.02483
 1191, -270.478, -0.02393
 1192, -276.257, -0.02396
 1193, -281.970, -0.02414
 1194, -287.460, -0.02356
 1195, -292.479, -0.02160
 1196, -296.806, -0.01852
 1197, -300.332, -0.01505
 1198, -303.069, -0.01173
 1199, -305.126, -0.00908
 1200, -306.678, -0.00734
 1201, -307.929, -0.00647
 1202, -309.072, -0.00623
 1203, -310.246, -0.00615
 1204, -311.506, -0.00606
 1205, -312.826, -0.00586
 1206, -314.128, -0.00562
 1207, -315.323, -0.00542
 1208, -316.344, -0.00518
 1209, -317.171, -0.00487
 1210, -317.825, -0.00448
 1211, -318.324, -0.00380
 1212, -318.647, -0.00263
 1213, -318.753, -0.00121
 1214, -318.635, -0.00039
 1215, -318.351, -0.00086
 1216, -317.996, -0.00191
 1217, -317.639, -0.00168
 1218, -317.288, 0.00038
 1219, -316.913, 0.00074
 1220, -316.494, -0.00795
 1221, -316.036, -0.03172
 1222, -315.558, -0.06922
 1223, -315.075, -0.11089
 1224, -314.592, -0.14504
 1225, -314.109, -0.16545
 1226, -313.612, -0.17330
 1227, -313.098, -0.17217
 1228, -312.581, -0.16220
 1229, -312.068, -0.13992
 1230, -311.515, -0.10434
 1231, -310.792, -0.06170
 1232, -309.725, -0.02326
 1233, -308.173, 0.00175
 1234, -306.070, 0.01202
 1235, -303.375, 0.01341
 1236, -300.014, 0.01353
 1237, -295.896, 0.01640
 1238, -290.997, 0.02132
 1239, -285.411, 0.02552
 1240, -279.307, 0.02728
 1241, -272.847, 0.02733
 1242, -266.141, 0.02762
 1243, -259.280, 0.02901
 1244, -252.350, 0.03055
 1245, -245.421, 0.03075
 1246, -238.527, 0.02946
 1247, -231.684, 0.02821
 1248, -224.928, 0.02821
 1249, -218.311, 0.02907
 1250, -211.858, 0.02930
 1251, -205.531, 0.02832
 1252, -199.253, 0.02722
 1253, -192.960, 0.02743
 1254, -186.623, 0.02862
 1255, -180.224, 0.02935
 1256, -173.726, 0.02879
 1257, -167.085, 0.02789
 1258, -160.285, 0.02818
 1259, -153.352, 0.02970
 1260, -146.328, 0.03108
 1261, -139.229, 0.03130
 1262, -132.039, 0.03093
 1263, -124.744, 0.03134
 1264, -117.385, 0.03265
 1265, -110.063, 0.03341
 1266, -102.900, 0.03230
 1267, -95.961, 0.02986
 1268, -89.186, 0.02819
 1269, -82.408, 0.02869
 1270, -75.422, 0.03077
 1271, -68.102, 0.03261
 1272, -60.438, 0.03309
 1273, -52.489, 0.03301
 1274, -44.287, 0.03387
 1275, -35.790, 0.03631
 1276, -26.934, 0.03933
 1277, -17.733, 0.04115
 1278, -8.308, 0.04090
 1279, 1.167, 0.03928
 1280, 10.559, 0.03790
 1281, 19.801, 0.03778
 1282, 28.844, 0.03840
 1283, 37.614, 0.03817
 1284, 46.034, 0.03625
 1285, 54.069, 0.03327
 1286, 61.730, 0.03087
 1287, 69.023, 0.02994
 1288, 75.934, 0.02969
 1289, 82.480, 0.02878
 1290, 88.761, 0.02695
 1291, 94.960, 0.02545
 1292, 101.249, 0.02568
 1293, 107.690, 0.02733
 1294, 114.231, 0.02871
 1295, 120.779, 0.02865
 1296, 127.277, 0.02772
 1297, 133.734, 0.02746
 1298, 140.184, 0.02847
 1299, 146.645, 0.02956
 1300, 153.101, 0.02930
 1301, 159.525, 0.02772
 1302, 165.892, 0.02646
 1303, 172.191, 0.02683
 1304, 178.428, 0.02831
 1305, 184.636, 0.02918
 1306, 190.861, 0.02852
 1307, 197.140, 0.02722
 1308, 203.463, 0.02687
 1309, 209.771, 0.02765
 1310, 216.003, 0.02827
 1311, 222.158, 0.02749
 1312, 228.305, 0.02594
 1313, 234.533, 0.02542
 1314, 240.870, 0.02664
 1315, 247.251, 0.02836
 1316, 253.557, 0.02868
 1317, 259.702, 0.02729
 1318, 265.695, 0.02570
 1319, 271.598, 0.02520
 1320, 277.444, 0.02555
 1321, 283.157, 0.02538
 1322, 288.557, 0.02382
 1323, 293.426, 0.02125
 1324, 297.588, 0.01843
 1325, 300.954, 0.01556
 1326, 303.543, 0.01258
 1327, 305.460, 0.00974
 1328, 306.887, 0.00777
 1329, 308.032, 0.00704
 1330, 309.098, 0.00708
 1331, 310.232, 0.00729
 1332, 311.496, 0.00740
 1333, 312.845, 0.00741
 1334, 314.143, 0.00717
 1335, 315.244, 0.00639
 1336, 316.087, 0.00506
 1337, 316.739, 0.00376
 1338, 317.310, 0.00304
 1339, 317.845, 0.00292
 1340, 318.282, 0.00282
 1341, 318.510, 0.00208
 1342, 318.484, 0.00078
 1343, 318.252, -0.00030
 1344, 317.900, -0.00029
 1345, 317.499, 0.00063
 1346, 317.088, 0.00120
 1347, 316.694, 0.00057
 1348, 316.320, 0.00050
 1349, 315.942, 0.00568
 1350, 315.518, 0.02107
 1351, 315.037, 0.04779
 1352, 314.531, 0.08128
 1353, 314.039, 0.11361
 1354, 313.567, 0.13727
 1355, 313.086, 0.14736
 1356, 312.586, 0.14155
 1357, 312.069, 0.11998
 1358, 311.497, 0.08645
 1359, 310.754, 0.04916
 1360, 309.675, 0.01772
 1361, 308.133, -0.00163
 1362, 306.058, -0.00946
 1363, 303.386, -0.01151
 1364, 300.012, -0.01342
 1365, 295.824, -0.01724
 1366, 290.819, -0.02150
 1367, 285.133, -0.02443
 1368, 278.977, -0.02582
 1369, 272.525, -0.02664
 1370, 265.866, -0.02767
 1371, 259.042, -0.02882
 1372, 252.102, -0.02962
 1373, 245.109, -0.02988
 1374, 238.122, -0.02968
 1375, 231.187, -0.02914
 1376, 224.353, -0.02839
 1377, 217.662, -0.02757
 1378, 211.128, -0.02688
 1379, 204.722, -0.02634
 1380, 198.404, -0.02578
 1381, 192.150, -0.02516
 1382, 185.949, -0.02462
 1383, 179.764, -0.02460
 1384, 173.516, -0.02528
 1385, 167.110, -0.02629
 1386, 160.488, -0.02717
 1387, 153.662, -0.02759
 1388, 146.680, -0.02780
 1389, 139.589, -0.02834
 1390, 132.405, -0.02931
 1391, 125.133, -0.03053
 1392, 117.805, -0.03130
 1393, 110.495, -0.03124
 1394, 103.292, -0.03042
 1395, 96.243, -0.02928
 1396, 89.315, -0.02856
 1397, 82.394, -0.02856
 1398, 75.328, -0.02932
 1399, 68.005, -0.03047
 1400, 60.380, -0.03161
 1401, 52.477, -0.03258
 1402, 44.311, -0.03359
 1403, 35.850, -0.03498
 1404, 27.040, -0.03678
 1405, 17.896, -0.03849
 1406, 8.539, -0.03947
 1407, -0.847, -0.03944
 1408, -10.132, -0.03873
 1409, -19.285, -0.03796
 1410, -28.307, -0.03734
 1411, -37.149, -0.03661
 1412, -45.704, -0.03531
 1413, -53.871, -0.03332
 1414, -61.607, -0.03098
 1415, -68.910, -0.02878
 1416, -75.798, -0.02704
 1417, -82.331, -0.02592
 1418, -88.645, -0.02541
 1419, -94.930, -0.02558
 1420, -101.323, -0.02625
 1421, -107.833, -0.02699
 1422, -114.370, -0.02739
 1423, -120.847, -0.02721
 1424, -127.255, -0.02682
 1425, -133.648, -0.02664
 1426, -140.068, -0.02685
 1427, -146.514, -0.02719
 1428, -152.952, -0.02714
 1429, -159.348, -0.02673
 1430, -165.692, -0.02624
 1431, -171.996, -0.02615
 1432, -178.288, -0.02654
 1433, -184.595, -0.02686
 1434, -190.927, -0.02676
 1435, -197.274, -0.02625
 1436, -203.605, -0.02582
 1437, -209.894, -0.02595
 1438, -216.131, -0.02639
 1439, -222.333, -0.02671
 1440, -228.541, -0.02674
 1441, -234.792, -0.02667
 1442, -241.090, -0.02691
 1443, -247.392, -0.02723
 1444, -253.607, -0.02703
 1445, -259.655, -0.02596
 1446, -265.510, -0.02439
 1447, -271.219, -0.02327
 1448, -276.849, -0.02309
 1449, -282.409, -0.02332
 1450, -287.782, -0.02291
 1451, -292.745, -0.02098
 1452, -297.049, -0.01779
 1453, -300.529, -0.01431
 1454, -303.178, -0.01132
 1455, -305.142, -0.00909
 1456, -306.647, -0.00744
 1457, -307.905, -0.00634
 1458, -309.072, -0.00601
 1459, -310.247, -0.00643
 1460, -311.482, -0.00711
 1461, -312.790, -0.00712
 1462, -314.111, -0.00613
 1463, -315.337, -0.00457
 1464, -316.372, -0.00319
 1465, -317.193, -0.00252
 1466, -317.854, -0.00231
 1467, -318.400, -0.00196
 1468, -318.800, -0.00123
 1469, -318.972, -0.00038
 1470, -318.864, 0.00003
 1471, -318.536, -0.00003
 1472, -318.118, 0.00023
 1473, -317.720, 0.00130
 1474, -317.360, 0.00152
 1475, -316.988, -0.00430
 1476, -316.562, -0.02277
 1477, -316.091, -0.05676
 1478, -315.621, -0.10114
 1479, -315.176, -0.14411
 1480, -314.738, -0.17403
 1481, -314.267, -0.18609
 1482, -313.750, -0.18274
 1483, -313.218, -0.16856
 1484, -312.703, -0.14526
 1485, -312.176, -0.11258
 1486, -311.519, -0.07313
 1487, -310.579, -0.03460
 1488, -309.245, -0.00605
 1489, -307.471, 0.00848
 1490, -305.231, 0.01240
 1491, -302.448, 0.01299
 1492, -299.005, 0.01546
 1493, -294.810, 0.02001
 1494, -289.878, 0.02413
 1495, -284.329, 0.02615
 1496, -278.324, 0.02680
 1497, -272.006, 0.02778
 1498, -265.470, 0.02945
 1499, -258.772, 0.03076
 1500, -251.951, 0.03074
 1501, -245.035, 0.02987
 1502, -238.076, 0.02948
 1503, -231.146, 0.02996
 1504, -224.328, 0.03032
 1505, -217.672, 0.02953
 1506, -211.173, 0.02784
 1507, -204.786, 0.02668
 1508, -198.459, 0.02695
 1509, -192.161, 0.02791
 1510, -185.878, 0.02834
 1511, -179.581, 0.02808
 1512, -173.217, 0.02815
 1513, -166.710, 0.02926
 1514, -159.994, 0.03059
 1515, -153.063, 0.03093
 1516, -145.967, 0.03030
 1517, -138.778, 0.03009
 1518, -131.540, 0.03134
 1519, -124.257, 0.03312
 1520, -116.943, 0.03350
 1521, -109.652, 0.03176
 1522, -102.472, 0.02937
 1523, -95.451, 0.02851
 1524, -88.552, 0.02967
 1525, -81.645, 0.03149
 1526, -74.587, 0.03239
 1527, -67.283, 0.03229
 1528, -59.713, 0.03249
 1529, -51.891, 0.03389
 1530, -43.799, 0.03609
 1531, -35.379, 0.03806
 1532, -26.585, 0.03909
 1533, -17.464, 0.03945
 1534, -8.167, 0.03973
 1535, 1.131, 0.04025
 1536, 10.322, 0.04084
 1537, 19.378, 0.04082
 1538, 28.281, 0.03957
 1539, 36.958, 0.03714
 1540, 45.297, 0.03446
 1541, 53.225, 0.03280
 1542, 60.747, 0.03255
 1543, 67.913, 0.03260
 1544, 74.755, 0.03153
 1545, 81.300, 0.02912
 1546, 87.620, 0.02686
 1547, 93.857, 0.02644
 1548, 100.162, 0.02784
 1549, 106.604, 0.02948
 1550, 113.145, 0.03002
 1551, 119.695, 0.02963
 1552, 126.203, 0.02952
 1553, 132.671, 0.03009
 1554, 139.128, 0.03044
 1555, 145.578, 0.02970
 1556, 152.015, 0.02828
 1557, 158.431, 0.02754
 1558, 164.826, 0.02803
 1559, 171.190, 0.02880
 1560, 177.494, 0.02853
 1561, 183.725, 0.02720
 1562, 189.912, 0.02632
 1563, 196.116, 0.02712
 1564, 202.379, 0.02894
 1565, 208.674, 0.02989
 1566, 214.934, 0.02889
 1567, 221.112, 0.02695
 1568, 227.241, 0.02609
 1569, 233.411, 0.02709
 1570, 239.691, 0.02879
 1571, 246.050, 0.02948
 1572, 252.366, 0.02877
 1573, 258.512, 0.02763
 1574, 264.461, 0.02703
 1575, 270.302, 0.02689
 1576, 276.139, 0.02641
 1577, 281.947, 0.02516
 1578, 287.529, 0.02339
 1579, 292.605, 0.02136
 1580, 296.957, 0.01888
 1581, 300.504, 0.01570
 1582, 303.269, 0.01212
 1583, 305.341, 0.00908
 1584, 306.859, 0.00728
 1585, 308.052, 0.00664
 1586, 309.183, 0.00674
 1587, 310.442, 0.00710
 1588, 311.842, 0.00745
 1589, 313.235, 0.00755
 1590, 314.457, 0.00709
 1591, 315.448, 0.00596
 1592, 316.272, 0.00453
 1593, 317.024, 0.00329
 1594, 317.729, 0.00267
 1595, 318.322, 0.00234
 1596, 318.704, 0.00177
 1597, 318.827, 0.00082
 1598, 318.713, 0.00007
 1599, 318.433, 0.00025
 1600, 318.066, 0.00105
 1601, 317.657, 0.00103
 1602, 317.232, -0.00066
 1603, 316.805, -0.00204
 1604, 316.386, 0.00145
 1605, 315.970, 0.01374
 1606, 315.536, 0.03491
 1607, 315.069, 0.06142
 1608, 314.569, 0.08922
 1609, 314.056, 0.11603
 1610, 313.546, 0.13961
 1611, 313.040, 0.15454
 1612, 312.526, 0.15319
 1613, 311.985, 0.13107
 1614, 311.373, 0.09257
 1615, 310.603, 0.04999
 1616, 309.549, 0.01626
 1617, 308.071, -0.00253
 1618, 306.046, -0.00928
 1619, 303.376, -0.01113
 1620, 299.979, -0.01352
 1621, 295.798, -0.01773
 1622, 290.839, -0.02230
 1623, 285.182, -0.02561
 1624, 278.990, -0.02733
 1625, 272.454, -0.02787
 1626, 265.757, -0.02788
 1627, 259.017, -0.02771
 1628, 252.277, -0.02750
 1629, 245.518, -0.02753
 1630, 238.711, -0.02779
 1631, 231.870, -0.02800
 1632, 225.051, -0.02786
 1633, 218.327, -0.02724
 1634, 211.734, -0.02642
 1635, 205.252, -0.02574
 1636, 198.833, -0.02539
 1637, 192.432, -0.02541
 1638, 186.027, -0.02561
 1639, 179.608, -0.02604
 1640, 173.154, -0.02664
 1641, 166.628, -0.02722
 1642, 159.989, -0.02771
 1643, 153.206, -0.02803
 1644, 146.285, -0.02840
 1645, 139.248, -0.02899
 1646, 132.122, -0.02962
 1647, 124.927, -0.03010
 1648, 117.693, -0.03006
 1649, 110.480, -0.02954
 1650, 103.371, -0.02882
 1651, 96.415, -0.02828
 1652, 89.568, -0.02827
 1653, 82.704, -0.02876
 1654, 75.662, -0.02964
 1655, 68.340, -0.03066
 1656, 60.720, -0.03171
 1657, 52.837, -0.03279
 1658, 44.698, -0.03411
 1659, 36.251, -0.03580
 1660, 27.427, -0.03775
 1661, 18.232, -0.03940
 1662, 8.792, -0.04005
 1663, -0.701, -0.03941
 1664, -10.089, -0.03795
 1665, -19.308, -0.03660
 1666, -28.346, -0.03596
 1667, -37.175, -0.03583
 1668, -45.712, -0.03542
 1669, -53.870, -0.03406
 1670, -61.602, -0.03180
 1671, -68.904, -0.02929
 1672, -75.803, -0.02723
 1673, -82.353, -0.02611
 1674, -88.666, -0.02602
 1675, -94.898, -0.02667
 1676, -101.194, -0.02747
 1677, -107.616, -0.02786
 1678, -114.129, -0.02772
 1679, -120.656, -0.02734
 1680, -127.148, -0.02723
 1681, -133.606, -0.02734
 1682, -140.060, -0.02724
 1683, -146.527, -0.02653
 1684, -152.981, -0.02535
 1685, -159.372, -0.02443
 1686, -165.664, -0.02414
 1687, -171.863, -0.02449
 1688, -178.014, -0.02511
 1689, -184.173, -0.02568
 1690, -190.375, -0.02629
 1691, -196.623, -0.02680
 1692, -202.900, -0.02705
 1693, -209.179, -0.02691
 1694, -215.433, -0.02639
 1695, -221.647, -0.02593
 1696, -227.834, -0.02577
 1697, -234.037, -0.02579
 1698, -240.298, -0.02581
 1699, -246.599, -0.02573
 1700, -252.854, -0.02563
 1701, -258.962, -0.02554
 1702, -264.889, -0.02531
 1703, -270.687, -0.02476
 1704, -276.427, -0.02384
 1705, -282.099, -0.02273
 1706, -287.557, -0.02135
 1707, -292.561, -0.01938
 1708, -296.877, -0.01670
 1709, -300.370, -0.01350
 1710, -303.038, -0.01031
 1711, -305.014, -0.00774
 1712, -306.514, -0.00597
 1713, -307.780, -0.00489
 1714, -309.001, -0.00435
 1715, -310.273, -0.00430
 1716, -311.593, -0.00469
 1717, -312.896, -0.00507
 1718, -314.112, -0.00506
 1719, -315.193, -0.00444
 1720, -316.126, -0.00347
 1721, -316.922, -0.00273
 1722, -317.594, -0.00237
 1723, -318.135, -0.00216
 1724, -318.510, -0.00156
 1725, -318.673, -0.00027
 1726, -318.599, 0.00122
 1727, -318.319, 0.00194
 1728, -317.907, 0.00148
 1729, -317.454, 0.00043
 1730, -317.021, -0.00025
 1731, -316.628, -0.00144
 1732, -316.258, -0.00738
 1733, -315.876, -0.02418
 1734, -315.460, -0.05488
 1735, -315.003, -0.09565
 1736, -314.524, -0.13667
 1737, -314.039, -0.16806
 1738, -313.556, -0.18539
 1739, -313.076, -0.18955
 1740, -312.595, -0.18193
 1741, -312.112, -0.16119
 1742, -311.591, -0.12630
 1743, -310.942, -0.08178
 1744, -310.022, -0.03845
 1745, -308.680, -0.00727
 1746, -306.786, 0.00828
 1747, -304.228, 0.01325
 1748, -300.892, 0.01548
 1749, -296.688, 0.01915
 1750, -291.619, 0.02371
 1751, -285.824, 0.02718
 1752, -279.521, 0.02906
 1753, -272.906, 0.03005
 1754, -266.092, 0.03061
 1755, -259.135, 0.03066
 1756, -252.099, 0.03050
 1757, -245.077, 0.03087
 1758, -238.147, 0.03182
 1759, -231.335, 0.03240
 1760, -224.633, 0.03169
 1761, -218.036, 0.03017
 1762, -211.555, 0.02920
 1763, -205.196, 0.02935
 1764, -198.920, 0.02968
 1765, -192.668, 0.02912
 1766, -186.380, 0.02784
 1767, -180.018, 0.02721
 1768, -173.567, 0.02802
 1769, -167.006, 0.02955
 1770, -160.311, 0.03057
 1771, -153.467, 0.03081
 1772, -146.471, 0.03115
 1773, -139.340, 0.03228
 1774, -132.098, 0.03352
 1775, -124.782, 0.03362
 1776, -117.454, 0.03232
 1777, -110.192, 0.03090
 1778, -103.069, 0.03077
 1779, -96.118, 0.03182
 1780, -89.283, 0.03275
 1781, -82.443, 0.03249
 1782, -75.442, 0.03163
 1783, -68.168, 0.03170
 1784, -60.587, 0.03338
 1785, -52.726, 0.03589
 1786, -44.601, 0.03783
 1787, -36.173, 0.03858
 1788, -27.368, 0.03882
 1789, -18.176, 0.03942
 1790, -8.710, 0.04061
 1791, 0.828, 0.04169
 1792, 10.258, 0.04171
 1793, 19.499, 0.04040
 1794, 28.537, 0.03842
 1795, 37.347, 0.03692
 1796, 45.852, 0.03655
 1797, 53.969, 0.03665
 1798, 61.656, 0.03569
 1799, 68.915, 0.03284
 1800, 75.776, 0.02908
 1801, 82.308, 0.02665
 1802, 88.640, 0.02700
 1803, 94.937, 0.02913
 1804, 101.318, 0.03073
 1805, 107.797, 0.03040
 1806, 114.313, 0.02897
 1807, 120.811, 0.02839
 1808, 127.295, 0.02927
 1809, 133.798, 0.03038
 1810, 140.327, 0.03025
 1811, 146.859, 0.02902
 1812, 153.350, 0.02809
 1813, 159.777, 0.02837
 1814, 166.129, 0.02907
 1815, 172.419, 0.02881
 1816, 178.674, 0.02740
 1817, 184.939, 0.02622
 1818, 191.241, 0.02650
 1819, 197.573, 0.02780
 1820, 203.896, 0.02855
 1821, 210.176, 0.02793
 1822, 216.407, 0.02694
 1823, 222.617, 0.02702
 1824, 228.851, 0.02821
 1825, 235.143, 0.02908
 1826, 241.493, 0.02854
 1827, 247.838, 0.02712
 1828, 254.069, 0.02626
 1829, 260.104, 0.02643
 1830, 265.951, 0.02685
 1831, 271.703, 0.02656
 1832, 277.439, 0.02569
 1833, 283.118, 0.02499
 1834, 288.539, 0.02445
 1835, 293.436, 0.02309
 1836, 297.596, 0.02004
 1837, 300.932, 0.01566
 1838, 303.482, 0.01142
 1839, 305.372, 0.00846
 1840, 306.787, 0.00691
 1841, 307.946, 0.00630
 1842, 309.052, 0.00629
 1843, 310.232, 0.00676
 1844, 311.491, 0.00744
 1845, 312.763, 0.00786
 1846, 313.967, 0.00758
 1847, 315.065, 0.00661
 1848, 316.050, 0.00532
 1849, 316.916, 0.00416
 1850, 317.629, 0.00335
 1851, 318.140, 0.00278
 1852, 318.418, 0.00224
 1853, 318.468, 0.00151
 1854, 318.329, 0.00069
 1855, 318.058, 0.00019
 1856, 317.715, 0.00041
 1857, 317.345, 0.00091
 1858, 316.973, 0.00065
 1859, 316.597, -0.00045
 1860, 316.203, 0.00005
 1861, 315.780, 0.00707
 1862, 315.334, 0.02498
 1863, 314.878, 0.05380
 1864, 314.418, 0.08836
 1865, 313.938, 0.12114
 1866, 313.423, 0.14568
 1867, 312.885, 0.15795
 1868, 312.361, 0.15528
 1869, 311.866, 0.13609
 1870, 311.337, 0.10220
 1871, 310.620, 0.06109
 1872, 309.521, 0.02394
 1873, 307.882, -0.00042
 1874, 305.615, -0.01086
 1875, 302.675, -0.01310
 1876, 299.036, -0.01411
 1877, 294.696, -0.01720
 1878, 289.705, -0.02121
 1879, 284.177, -0.02398
 1880, 278.242, -0.02501
 1881, 271.994, -0.02539
 1882, 265.473, -0.02631
 1883, 258.712, -0.02773
 1884, 251.777, -0.02897
 1885, 244.778, -0.02949
 1886, 237.817, -0.02916
 1887, 230.958, -0.02826
 1888, 224.209, -0.02723
 1889, 217.554, -0.02648
 1890, 210.976, -0.02618
 1891, 204.479, -0.02606
 1892, 198.087, -0.02580
 1893, 191.813, -0.02524
 1894, 185.635, -0.02473
 1895, 179.484, -0.02481
 1896, 173.260, -0.02553
 1897, 166.876, -0.02661
 1898, 160.286, -0.02764
 1899, 153.493, -0.02829
 1900, 146.527, -0.02876
 1901, 139.429, -0.02914
 1902, 132.232, -0.02947
 1903, 124.961, -0.02959
 1904, 117.647, -0.02933
 1905, 110.338, -0.02885
 1906, 103.106, -0.02831
 1907, 96.008, -0.02809
 1908, 89.033, -0.02843
